"","circ_id","mmu1","mmu2","mmu3"
"1","1:100406082|100412463",NA,"2.000",NA
"1996","12:105605460|105607552",NA,"1.000",NA
"1997","12:105618317|105627520","6.000",NA,NA
"1998","12:105637734|105641272",NA,NA,"2.000"
"1999","12:105676403|105692556",NA,NA,"1.000"
"2000","12:105765909|105767009","2.000","2.000","1.000"
"2001","12:105765909|105778653",NA,NA,"1.000"
"2002","12:105765909|105786709","7.000",NA,NA
"2003","12:105775601|105779541",NA,NA,"2.000"
"2004","12:105784614|105786709","3.000","2.000","5.000"
"2005","12:106002798|106009151","3.000","1.000",NA
"2006","12:108124012|108126640",NA,"1.000",NA
"2007","12:108124012|108131431","27.000","12.000","84.000"
"2008","12:108572169|108619358",NA,"2.000",NA
"2009","12:108614573|108619358",NA,"2.000","10.000"
"2010","12:108828728|108833703",NA,"1.000",NA
"2011","12:110534161|110537202","1.000",NA,"5.000"
"2012","12:110617924|110618628","3.000","4.000","3.000"
"2013","12:110745729|110746324","2.000",NA,NA
"2014","12:110792875|110800674",NA,"2.000",NA
"2015","12:110862520|110881212",NA,NA,"3.000"
"2016","12:110862520|110881912","1.000",NA,NA
"2017","12:110862520|110895598","3.000",NA,"3.000"
"2018","12:110881083|110881912",NA,NA,"1.000"
"2019","12:110881083|110885460",NA,NA,"6.000"
"2020","12:110897833|110898166",NA,NA,"4.000"
"2021","12:110904624|110911319","1.000",NA,NA
"2022","12:110904624|110921256",NA,NA,"2.000"
"2023","12:110911078|110921256",NA,NA,"1.000"
"2024","12:111048157|111064050",NA,"1.000",NA
"2025","12:111048157|111066472",NA,"1.000","6.000"
"2026","12:111059514|111064050",NA,NA,"3.000"
"2027","12:111059514|111066472","1.000",NA,NA
"2028","12:111063888|111066472","2.000","1.000",NA
"2029","12:111145254|111186355",NA,"2.000",NA
"2030","12:111186244|111188831",NA,"5.000","8.000"
"2031","12:111186244|111209972","7.000","1.000","1.000"
"2032","12:111203995|111209972","2.000",NA,"1.000"
"2033","12:111277920|111281006",NA,NA,"6.000"
"2034","12:111289236|111289607",NA,NA,"4.000"
"2035","12:111302459|111312057","6.000",NA,"7.000"
"2036","12:111559010|111570998","18.000","8.000","17.000"
"2037","12:111559010|111584817","17.000","8.000","13.000"
"2038","12:111570944|111590977",NA,NA,"3.000"
"2039","12:111600050|111606474","10.000",NA,"16.000"
"2040","12:111606370|111614162",NA,"3.000",NA
"2041","12:111689045|111696546",NA,NA,"3.000"
"2042","12:111738752|111741017",NA,NA,"2.000"
"2043","12:111738752|111742436",NA,"1.000",NA
"2044","12:111738752|111762112",NA,NA,"1.000"
"2045","12:111742357|111745134",NA,NA,"1.000"
"2046","12:111751705|111751936","1.000",NA,NA
"2047","12:111805034|111807531",NA,NA,"4.000"
"2048","12:111809978|111811430","1.000",NA,"4.000"
"2049","12:111809978|111824720","1.000",NA,NA
"2050","12:111824643|111838867","15.000","11.000","36.000"
"2051","12:112620954|112621663",NA,NA,"1.000"
"2052","12:112938038|112938291","3.000",NA,NA
"2053","12:113075765|113086854","3.000",NA,"15.000"
"2054","12:113084642|113090497",NA,NA,"1.000"
"2055","12:113213864|113214017","1.000",NA,NA
"2056","12:11323994|11330403",NA,"2.000",NA
"2057","12:116175344|116182514","2.000",NA,NA
"2058","12:116281449|116287830","23.000","6.000","1.000"
"2059","12:116281449|116307140",NA,NA,"6.000"
"2060","12:116281449|116321554",NA,NA,"4.000"
"2061","12:116284746|116287830",NA,NA,"2.000"
"2062","12:116303166|116311934",NA,NA,"1.000"
"2063","12:116310123|116317509",NA,NA,"1.000"
"2064","12:116310123|116321554",NA,NA,"1.000"
"2065","12:116376680|116379179",NA,NA,"7.000"
"2066","12:117539174|117547831","1.000",NA,NA
"2067","12:117539174|117558927","3.000","2.000","6.000"
"2068","12:117547662|117577049",NA,NA,"1.000"
"2069","12:117558860|117577049",NA,"1.000",NA
"2070","12:117572350|117577049",NA,NA,"1.000"
"2071","12:117610663|117652971","2.000",NA,NA
"2072","12:117652298|117652971",NA,NA,"1.000"
"2073","12:117652298|117653216",NA,NA,"1.000"
"2074","12:117652298|117681967",NA,NA,"1.000"
"2075","12:117673003|117694453",NA,NA,"1.000"
"2076","12:12222773|12223013",NA,"1.000",NA
"2077","12:13098510|13098650","3.000",NA,NA
"2078","12:13350093|13360305",NA,NA,"3.000"
"2079","12:13350093|13367762",NA,"1.000",NA
"2080","12:13385831|13402867",NA,NA,"1.000"
"2081","12:13406824|13429770",NA,"1.000",NA
"2082","12:13410931|13412616","2.000","1.000","3.000"
"2083","12:13424696|13429770",NA,NA,"2.000"
"2084","12:13424696|13458308",NA,NA,"2.000"
"2085","12:13440925|13443533","3.000","3.000","3.000"
"2086","12:13455374|13458308",NA,NA,"5.000"
"2087","12:13458194|13491581",NA,NA,"4.000"
"2088","12:13463528|13491947",NA,NA,"5.000"
"2089","12:13482897|13491947",NA,"5.000",NA
"2090","12:13519841|13524238",NA,"1.000","5.000"
"2091","12:13519841|13534045","2.000",NA,"5.000"
"2092","12:13532386|13534045","4.000","3.000","18.000"
"2093","12:13608612|13616258","4.000",NA,NA
"2094","12:16437259|16437440",NA,"2.000",NA
"2095","12:16594644|16596808",NA,"2.000","3.000"
"2096","12:16603949|16611052","12.000","6.000","44.000"
"2097","12:16610982|16618520","5.000","1.000","2.000"
"2098","12:16618390|16629978",NA,NA,"1.000"
"2099","12:17002496|17004968","3.000",NA,NA
"2100","12:17018211|17018767",NA,NA,"2.000"
"2101","12:17022981|17026113","1.000",NA,NA
"2102","12:17335113|17338181","1.000",NA,NA
"2103","12:17344145|17351216",NA,NA,"1.000"
"2104","12:17418309|17429301",NA,NA,"5.000"
"2105","12:17452073|17456897","4.000",NA,"1.000"
"2106","12:21253960|21256389",NA,NA,"4.000"
"2107","12:21267975|21280957","3.000",NA,"2.000"
"2108","12:21279239|21280957","4.000",NA,NA
"2109","12:21324766|21329531",NA,NA,"1.000"
"2110","12:21379054|21382211","5.000",NA,"5.000"
"2111","12:21380033|21382211","5.000",NA,NA
"2112","12:21399785|21404014",NA,NA,"2.000"
"2113","12:24634303|24634944","2.000","3.000",NA
"2114","12:24658431|24662239",NA,NA,"3.000"
"2115","12:24928189|24974293","1.000",NA,"5.000"
"2116","12:25044810|25047329","2.000",NA,"16.000"
"2117","12:25058057|25058691",NA,NA,"4.000"
"2118","12:25063295|25067051",NA,NA,"3.000"
"2119","12:25107558|25107836",NA,NA,"3.000"
"2120","12:27025109|27025372",NA,"2.000",NA
"2121","12:28702023|28703223","4.000",NA,"13.000"
"2122","12:28702023|28705683",NA,"1.000","3.000"
"2123","12:28731073|28731386",NA,NA,"1.000"
"2124","12:28909250|28917152",NA,NA,"7.000"
"2125","12:30023991|30025561","1.000",NA,NA
"2126","12:31667073|31676875","1.000",NA,"5.000"
"2127","12:31667073|31680892",NA,NA,"2.000"
"2128","12:31674113|31680892",NA,NA,"1.000"
"2129","12:31710715|31720384",NA,"2.000","5.000"
"2130","12:31840845|31852482","2.000",NA,"3.000"
"2131","12:31870123|31889853",NA,NA,"2.000"
"2132","12:31883180|31889853","5.000",NA,"7.000"
"2133","12:31883180|31950972",NA,NA,"1.000"
"2134","12:31905433|31950972",NA,NA,"3.000"
"2135","12:31936203|31950972",NA,NA,"2.000"
"2136","12:3287284|3288112",NA,"3.000","11.000"
"2137","12:3298176|3298375","3.000",NA,NA
"2138","12:3302611|3314749",NA,NA,"1.000"
"2139","12:33261069|33267815",NA,"1.000",NA
"2140","12:33391919|33396087",NA,NA,"1.000"
"2141","12:34423876|34424137",NA,"1.000",NA
"2142","12:3492473|3507209","8.000","10.000","21.000"
"2143","12:3492473|3524613",NA,"1.000","9.000"
"2144","12:3492473|3534608",NA,NA,"1.000"
"2145","12:3492473|3539733","1.000",NA,NA
"2146","12:3501661|3543839",NA,NA,"2.000"
"2147","12:3505546|3507209","3.000",NA,NA
"2148","12:35126634|35142912",NA,NA,"1.000"
"2149","12:35128898|35132970",NA,"2.000",NA
"2150","12:35128898|35136983","1.000",NA,"3.000"
"2151","12:35128898|35142912",NA,NA,"2.000"
"2152","12:35150537|35162503",NA,"1.000",NA
"2153","12:35182019|35190279",NA,NA,"1.000"
"2154","12:36154260|36184954",NA,NA,"2.000"
"2155","12:36168985|36184954","2.000",NA,"1.000"
"2156","12:3639170|3646862","11.000","1.000","15.000"
"2157","12:3639170|3667691",NA,"1.000",NA
"2158","12:3646648|3667691",NA,NA,"3.000"
"2159","12:3646648|3698389","5.000",NA,NA
"2160","12:36551976|36572050",NA,"2.000",NA
"2161","12:36597827|36608186",NA,NA,"1.000"
"2162","12:3667605|3682964",NA,"2.000",NA
"2163","12:3667605|3694022",NA,"1.000","5.000"
"2164","12:3667605|3698389","26.000",NA,"117.000"
"2165","12:3667605|3736862",NA,NA,"7.000"
"2166","12:3682809|3694022",NA,NA,"2.000"
"2167","12:3682809|3698389","3.000","4.000","26.000"
"2168","12:3693916|3698389","3.000","4.000","10.000"
"2169","12:3784938|3801907",NA,NA,"6.000"
"2170","12:3798424|3801907","5.000","8.000","3.000"
"2171","12:3799469|3801907","8.000","4.000","8.000"
"2172","12:3915984|3923428",NA,"1.000",NA
"2173","12:3945542|3947042",NA,NA,"5.000"
"2174","12:3949192|3952814","1.000",NA,NA
"2175","12:3951548|3954225",NA,NA,"1.000"
"2176","12:40266188|40267481",NA,"1.000","4.000"
"2177","12:40413132|40428873","1.000","4.000","6.000"
"2178","12:40537697|40541238","3.000",NA,NA
"2179","12:40671219|40699488",NA,NA,"1.000"
"2180","12:40718404|40726789","1.000",NA,NA
"2181","12:4266518|4267322",NA,"1.000",NA
"2182","12:4324693|4328219","2.000",NA,NA
"2183","12:4356423|4365865",NA,"2.000","1.000"
"2184","12:4363025|4373045",NA,NA,"2.000"
"2185","12:4389017|4404509","5.000",NA,NA
"2186","12:44342680|44346074","1.000",NA,"4.000"
"2187","12:44401805|44403356","2.000",NA,NA
"2188","12:4466670|4493061",NA,NA,"5.000"
"2189","12:45062210|45066438","5.000","1.000","6.000"
"2190","12:45303389|45303638","3.000",NA,NA
"2191","12:4680636|4683562",NA,"2.000","1.000"
"2192","12:4708014|4716326","2.000",NA,"6.000"
"2193","12:4812326|4814147",NA,"1.000",NA
"2194","12:4920498|4924545",NA,"1.000",NA
"2195","12:4941314|4944679","1.000","2.000",NA
"2196","12:4987386|4995022","1.000","2.000",NA
"2197","12:4993154|4995022",NA,NA,"2.000"
"2198","12:4994905|5004657",NA,"2.000","9.000"
"2199","12:5004545|5016000",NA,NA,"1.000"
"2200","12:5011217|5024279",NA,NA,"2.000"
"2201","12:5011217|5028588",NA,NA,"2.000"
"2202","12:5011217|5056791",NA,NA,"4.000"
"2203","12:50472221|50475017",NA,NA,"1.000"
"2204","12:51436064|51440693","3.000",NA,"9.000"
"2205","12:51459286|51461706",NA,NA,"1.000"
"2206","12:51584540|51585301","2.000",NA,NA
"2207","12:51666596|51670126",NA,NA,"2.000"
"2208","12:51694776|51702266",NA,"2.000","1.000"
"2209","12:51694776|51708496","3.000",NA,NA
"2210","12:51702184|51708496","6.000",NA,"8.000"
"2211","12:51707933|51708496",NA,NA,"2.000"
"2212","12:51707933|51736237",NA,NA,"1.000"
"2213","12:51745138|51745644","4.000",NA,NA
"2214","12:51763724|51769831",NA,"5.000","18.000"
"2215","12:51803829|51806224",NA,"1.000",NA
"2216","12:51806001|51807953","11.000","7.000","43.000"
"2217","12:51819056|51819488","13.000","15.000","3.000"
"2218","12:51819056|51821573",NA,NA,"2.000"
"2219","12:51820609|51821573",NA,NA,"4.000"
"2220","12:51821433|51823413","1.000","2.000","1.000"
"2221","12:51829264|51841660",NA,NA,"2.000"
"2222","12:51844619|51850679",NA,NA,"2.000"
"2223","12:51850451|51874296",NA,NA,"1.000"
"2224","12:51874134|51874296","2.000",NA,NA
"2225","12:51968120|51971956","3.000","1.000",NA
"2226","12:51994537|51996870","3.000",NA,"4.000"
"2227","12:52002162|52003053","5.000",NA,NA
"2228","12:52562861|52566750","2.000","1.000",NA
"2229","12:52562861|52589419","4.000","1.000",NA
"2230","12:52589271|52614186",NA,NA,"1.000"
"2231","12:53390081|53401830",NA,NA,"1.000"
"2232","12:53547816|53548223","2.000","1.000","3.000"
"2233","12:53547816|53589850",NA,"1.000",NA
"2234","12:53547816|53687319","1.000",NA,NA
"2235","12:54720355|54732756","1.000","1.000","1.000"
"2236","12:54738784|54739741",NA,"3.000","2.000"
"2237","12:54798566|54798885",NA,NA,"3.000"
"2238","12:54803820|54810510",NA,"1.000",NA
"2239","12:54803820|54814927","1.000",NA,NA
"2240","12:54803820|54817625",NA,"1.000",NA
"2241","12:54807183|54812464",NA,"1.000",NA
"2242","12:54810404|54830904",NA,NA,"1.000"
"2243","12:54812368|54817625",NA,NA,"3.000"
"2244","12:54946784|54947343",NA,"1.000",NA
"2245","12:54958094|54963852","2.000","1.000",NA
"2246","12:54959361|54965347","3.000",NA,NA
"2247","12:54965222|54970265",NA,NA,"2.000"
"2248","12:55001482|55022167","3.000",NA,NA
"2249","12:55021888|55022167",NA,NA,"12.000"
"2250","12:55454253|55459150","2.000",NA,NA
"2251","12:55454253|55461283",NA,NA,"2.000"
"2252","12:55456911|55461283",NA,"1.000",NA
"2253","12:55658857|55689268",NA,NA,"1.000"
"2254","12:55804710|55809522",NA,NA,"2.000"
"2255","12:55829566|55842561",NA,NA,"1.000"
"2256","12:55888355|55915305",NA,NA,"1.000"
"2257","12:57350130|57354250","3.000",NA,"14.000"
"2258","12:57372309|57379245",NA,NA,"6.000"
"2259","12:57372309|57411020","1.000",NA,"6.000"
"2260","12:58181882|58182067",NA,"1.000",NA
"2261","12:59029353|59032957",NA,NA,"1.000"
"2262","12:59043921|59048841",NA,NA,"1.000"
"2263","12:59043921|59052102",NA,NA,"2.000"
"2264","12:59051275|59054021","5.000",NA,NA
"2265","12:59064797|59067219","1.000",NA,NA
"2266","12:59097053|59098494",NA,NA,"4.000"
"2267","12:59115070|59115977","1.000",NA,NA
"2268","12:59191484|59196354",NA,NA,"15.000"
"2269","12:59219310|59232573",NA,NA,"7.000"
"2270","12:62334127|62334267","1.000",NA,NA
"2271","12:65024942|65027653","2.000",NA,NA
"2272","12:65033166|65037864","2.000","1.000","2.000"
"2273","12:65039318|65042455","1.000",NA,NA
"2274","12:65039318|65049535",NA,NA,"2.000"
"2275","12:65042279|65049535",NA,NA,"1.000"
"2276","12:65043665|65053198",NA,NA,"2.000"
"2277","12:69260602|69268844",NA,"1.000",NA
"2278","12:69346989|69350736",NA,NA,"1.000"
"2279","12:69349097|69350736","4.000","4.000","10.000"
"2280","12:69350307|69350736",NA,"1.000",NA
"2281","12:69351317|69355819",NA,"2.000","1.000"
"2282","12:69367146|69369124","8.000","7.000","34.000"
"2283","12:69390902|69391753","6.000",NA,NA
"2284","12:69635473|69639822",NA,NA,"1.000"
"2285","12:69650249|69654186",NA,NA,"2.000"
"2286","12:69653963|69657600",NA,"1.000",NA
"2287","12:69695225|69704852","2.000",NA,NA
"2288","12:69863063|69869637",NA,NA,"1.000"
"2289","12:69870195|69872557","3.000",NA,"2.000"
"2290","12:69873064|69884847",NA,NA,"1.000"
"2291","12:70030982|70031426",NA,NA,"2.000"
"2292","12:70940380|70941782",NA,NA,"1.000"
"2293","12:71066147|71070364",NA,"2.000","5.000"
"2294","12:71083883|71110098",NA,NA,"2.000"
"2295","12:71106835|71108402","1.000",NA,NA
"2296","12:71106835|71110098",NA,"1.000","2.000"
"2297","12:71172235|71173171","3.000",NA,NA
"2298","12:71172235|71178860",NA,"1.000",NA
"2299","12:71942500|71962562",NA,"4.000","2.000"
"2300","12:72830456|72833563","4.000",NA,NA
"2301","12:72830456|72840623",NA,NA,"1.000"
"2302","12:73188890|73189977",NA,NA,"2.000"
"2303","12:73214773|73235039","3.000",NA,NA
"2304","12:73225978|73235039","3.000",NA,NA
"2305","12:73391566|73398947",NA,NA,"1.000"
"2306","12:73738321|73749686",NA,NA,"5.000"
"2307","12:73805659|73806515",NA,"1.000",NA
"2308","12:73973327|73975072",NA,NA,"2.000"
"2309","12:73973330|73975072",NA,"2.000",NA
"2310","12:73977430|73987405","2.000",NA,"3.000"
"2311","12:73979047|73983070",NA,NA,"2.000"
"2312","12:74018658|74029353",NA,NA,"2.000"
"2313","12:74019310|74029353",NA,"1.000",NA
"2314","12:75531905|75562572",NA,NA,"4.000"
"2315","12:76020050|76055715",NA,NA,"2.000"
"2316","12:76078049|76085859","8.000",NA,"3.000"
"2317","12:76118901|76122682",NA,NA,"5.000"
"2318","12:76347161|76348172",NA,NA,"1.000"
"2319","12:76396091|76402842",NA,NA,"1.000"
"2320","12:76396545|76404059",NA,NA,"4.000"
"2321","12:77324134|77325806",NA,NA,"5.000"
"2322","12:77324134|77379103","4.000",NA,"1.000"
"2323","12:77324134|77497050",NA,NA,"1.000"
"2324","12:77370618|77379103","3.000",NA,NA
"2325","12:77378669|77379103","1.000",NA,NA
"2326","12:77411742|77412133","5.000",NA,"7.000"
"2327","12:77459485|77497050","2.000",NA,NA
"2328","12:77495246|77497050",NA,NA,"1.000"
"2329","12:78390125|78423191",NA,"1.000","10.000"
"2330","12:78390125|78459207","4.000","1.000","9.000"
"2331","12:78390125|78501625","3.000","1.000","2.000"
"2332","12:78390125|78551525",NA,"2.000",NA
"2333","12:78459114|78540831",NA,NA,"2.000"
"2334","12:78528072|78551525",NA,NA,"1.000"
"2335","12:78538954|78540831","3.000",NA,NA
"2336","12:78551390|78637445","11.000","5.000","8.000"
"2337","12:78637307|78674034","6.000",NA,NA
"2338","12:78637307|78684353",NA,"1.000","1.000"
"2339","12:78655918|78674034","2.000",NA,NA
"2340","12:78841018|78844164",NA,NA,"3.000"
"2341","12:78865977|78871646",NA,NA,"1.000"
"2342","12:79310546|79311207","1.000","5.000","11.000"
"2343","12:79332032|79333101",NA,NA,"3.000"
"2344","12:79519493|79519746","5.000",NA,NA
"2345","12:80225075|80228282",NA,NA,"4.000"
"2346","12:80395093|80423505","3.000",NA,NA
"2347","12:80410777|80423505","1.000","2.000","5.000"
"2348","12:80410777|80451472",NA,NA,"2.000"
"2349","12:80423291|80451472","5.000",NA,NA
"2350","12:80444426|80451472","15.000","2.000","6.000"
"2351","12:80709243|80713509",NA,NA,"1.000"
"2352","12:80844886|80875017",NA,NA,"2.000"
"2353","12:80915200|80916984","3.000","3.000","10.000"
"2354","12:81151380|81152785",NA,"1.000",NA
"2355","12:81521360|81557739",NA,"1.000",NA
"2356","12:81790571|81819867",NA,NA,"2.000"
"2357","12:81819453|81819867",NA,NA,"2.000"
"2358","12:81941756|82003037",NA,NA,"3.000"
"2359","12:81959438|81966154",NA,NA,"2.000"
"2360","12:81993704|82003037","1.000",NA,NA
"2361","12:82209986|82210192",NA,NA,"4.000"
"2362","12:82387435|82389273",NA,NA,"3.000"
"2363","12:83341135|83397669",NA,NA,"1.000"
"2364","12:83362165|83378764",NA,NA,"3.000"
"2365","12:83575941|83577680",NA,NA,"1.000"
"2366","12:83580640|83582753","5.000",NA,"5.000"
"2367","12:83580644|83582753",NA,NA,"4.000"
"2368","12:83597594|83599320",NA,NA,"4.000"
"2369","12:83621405|83621910",NA,NA,"1.000"
"2370","12:8373869|8374101",NA,NA,"1.000"
"2371","12:83746128|83778566",NA,NA,"1.000"
"2372","12:83759077|83761679","2.000",NA,NA
"2373","12:83850553|83858134","2.000",NA,NA
"2374","12:83878695|83902298","3.000","3.000","7.000"
"2375","12:83878695|83923586",NA,"3.000",NA
"2376","12:83888991|83923586",NA,NA,"1.000"
"2377","12:84168056|84173791",NA,"3.000","5.000"
"2378","12:84168056|84178161","4.000",NA,NA
"2379","12:84171248|84178161",NA,NA,"6.000"
"2380","12:84171248|84183411","7.000",NA,NA
"2381","12:84339057|84342109",NA,NA,"3.000"
"2382","12:84339057|84344976",NA,"2.000","3.000"
"2383","12:84344784|84355206",NA,"1.000","6.000"
"2384","12:84352699|84355206","1.000",NA,NA
"2385","12:84368585|84369793",NA,"1.000","8.000"
"2386","12:84385885|84386032","3.000",NA,NA
"2387","12:84655343|84656247",NA,"4.000",NA
"2388","12:84997826|84998155","2.000",NA,NA
"2389","12:84997826|84999190",NA,NA,"5.000"
"2390","12:84997826|85012802",NA,NA,"1.000"
"2391","12:85075543|85077661",NA,NA,"1.000"
"2392","12:85089715|85091298","2.000",NA,NA
"2393","12:85096465|85097146",NA,"1.000","7.000"
"2394","12:85168760|85170645","2.000",NA,"2.000"
"2395","12:85359719|85361376","2.000","1.000","7.000"
"2396","12:85367487|85368853",NA,NA,"2.000"
"2397","12:85379274|85379664",NA,"1.000",NA
"2398","12:85654906|85678523","3.000",NA,NA
"2399","12:85910337|85926249","3.000","4.000","10.000"
"2400","12:85923264|85926249","7.000",NA,"2.000"
"2401","12:86003339|86003494",NA,NA,"2.000"
"2402","12:86116120|86116684",NA,NA,"4.000"
"2403","12:86158384|86186970","4.000",NA,"1.000"
"2404","12:86164916|86165084",NA,"1.000",NA
"2405","12:86303254|86315835",NA,"1.000",NA
"2406","12:86303641|86315835","13.000","2.000","10.000"
"2407","12:86307350|86315835",NA,"3.000","7.000"
"2408","12:86614254|86614458","1.000",NA,NA
"2409","12:87224890|87229640","2.000",NA,NA
"2410","12:87304188|87307508","3.000",NA,NA
"2411","12:87359471|87360960",NA,NA,"4.000"
"2412","12:87382805|87393575","2.000",NA,NA
"2413","12:87382805|87397159",NA,"1.000",NA
"2414","12:87393481|87397159",NA,NA,"4.000"
"2415","12:87397034|87403476",NA,NA,"1.000"
"2416","12:87480888|87487184",NA,NA,"1.000"
"2417","12:8748090|8756041","12.000",NA,"18.000"
"2418","12:8778855|8779149","11.000","1.000",NA
"2419","12:88377091|88397949","1.000",NA,NA
"2420","12:88397790|88413527","2.000",NA,NA
"2421","12:89350093|89350343",NA,"1.000",NA
"2422","12:9088081|9088434","1.000",NA,NA
"2423","12:90975606|90989251","1.000",NA,NA
"2424","12:91292288|91305924","3.000",NA,NA
"2425","12:91333116|91336970",NA,"1.000",NA
"2426","12:91790307|91793479",NA,NA,"2.000"
"2427","12:91790307|91799996",NA,NA,"4.000"
"2428","12:94148666|94148864",NA,"2.000",NA
"2429","12:96233875|96234211",NA,NA,"1.000"
"2430","12:98155886|98156062",NA,"1.000",NA
"2431","12:98200500|98209031",NA,NA,"2.000"
"2432","12:98278433|98278695","2.000",NA,NA
"2433","12:98614607|98635148",NA,NA,"1.000"
"2434","12:98624471|98630564","2.000",NA,NA
"2435","12:98670400|98675862","1.000",NA,NA
"2436","12:98912827|98930866",NA,"1.000","1.000"
"2437","12:99175719|99185922",NA,NA,"1.000"
