"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100288339|100300837","2.000",NA,NA
"7821","scaffold0005:51493665|51495206","21.000","12.000","5.000"
"7822","scaffold0005:51507002|51507180",NA,"1.000",NA
"7823","scaffold0005:51509792|51512986",NA,"1.000",NA
"7824","scaffold0005:51510090|51512986","2.000",NA,"3.000"
"7825","scaffold0005:51515013|51515779","32.000",NA,"5.000"
"7826","scaffold0005:51517130|51517738","3.000",NA,NA
"7827","scaffold0005:51517130|51522847",NA,"7.000",NA
"7828","scaffold0005:51520774|51521858",NA,NA,"2.000"
"7829","scaffold0005:51522781|51530345","10.000",NA,NA
"7830","scaffold0005:51528425|51530345","1.000",NA,NA
"7831","scaffold0005:51528425|51530464","1.000",NA,NA
"7832","scaffold0005:51528425|51549157","4.000","10.000","7.000"
"7833","scaffold0005:51530258|51549157","9.000",NA,NA
"7834","scaffold0005:51540331|51549157",NA,"2.000",NA
"7835","scaffold0005:51547660|51549157","9.000","9.000","2.000"
"7836","scaffold0005:51581625|51593518","1.000","5.000",NA
"7837","scaffold0005:51586756|51589356",NA,NA,"6.000"
"7838","scaffold0005:51589258|51604122",NA,NA,"2.000"
"7839","scaffold0005:51595887|51604122",NA,"3.000",NA
"7840","scaffold0005:51614070|51623704",NA,NA,"4.000"
"7841","scaffold0005:51615886|51623704",NA,NA,"8.000"
"7842","scaffold0005:51617922|51623704",NA,"3.000",NA
"7843","scaffold0005:51773075|51836390",NA,NA,"1.000"
"7844","scaffold0005:51826192|51836390","80.000","74.000","61.000"
"7845","scaffold0005:51889133|51890211","53.000","27.000","5.000"
"7846","scaffold0005:51890105|51892579","3.000","3.000","1.000"
"7847","scaffold0005:51901073|51902785","5.000",NA,NA
"7848","scaffold0005:51902731|51903571","7.000",NA,NA
"7849","scaffold0005:51903153|51903335","3.000",NA,NA
"7850","scaffold0005:51904380|51908666","2.000",NA,NA
"7851","scaffold0005:51924009|51924388",NA,"9.000",NA
"7852","scaffold0005:51925160|51925738",NA,NA,"1.000"
"7853","scaffold0005:51926388|51928722","1.000",NA,NA
"7854","scaffold0005:51949998|51955403","3.000",NA,NA
"7855","scaffold0005:51960076|51961622","4.000",NA,NA
"7856","scaffold0005:51960715|51961622",NA,NA,"3.000"
"7857","scaffold0005:52079015|52080818","5.000",NA,NA
"7858","scaffold0005:52096344|52096512","16.000",NA,NA
"7859","scaffold0005:52101674|52102695","5.000",NA,NA
"7860","scaffold0005:52147047|52147651",NA,"3.000",NA
"7861","scaffold0005:52165119|52172021","2.000",NA,NA
"7862","scaffold0005:52165119|52172236",NA,NA,"1.000"
"7863","scaffold0005:52167201|52167553","5.000","12.000",NA
"7864","scaffold0005:52171479|52172236","2.000",NA,NA
"7865","scaffold0005:52171479|52174359","4.000",NA,NA
"7866","scaffold0005:52171818|52172021","1.000",NA,NA
"7867","scaffold0005:52174293|52185353","1.000",NA,NA
"7868","scaffold0005:52175397|52186816","30.000","13.000","15.000"
"7869","scaffold0005:52180134|52182378","2.000","2.000","10.000"
"7870","scaffold0005:52274584|52274797","10.000",NA,NA
"7871","scaffold0005:52699328|52700345",NA,"1.000","3.000"
"7872","scaffold0005:52704683|52707145",NA,NA,"5.000"
"7873","scaffold0005:52704683|52710090",NA,"8.000","5.000"
"7874","scaffold0005:529002|536585","25.000","24.000","14.000"
"7875","scaffold0005:52910616|52910859","545.000","351.000","329.000"
"7876","scaffold0005:53022575|53024132","2.000",NA,"7.000"
"7877","scaffold0005:53032293|53033572","7.000",NA,NA
"7878","scaffold0005:53092622|53095681",NA,"4.000",NA
"7879","scaffold0005:53104865|53107399",NA,NA,"2.000"
"7880","scaffold0005:53106306|53107025",NA,"6.000",NA
"7881","scaffold0005:53106709|53107025",NA,"2.000",NA
"7882","scaffold0005:53107095|53107259","5.000","8.000","3.000"
"7883","scaffold0005:53107095|53107399",NA,NA,"3.000"
"7884","scaffold0005:53111011|53111570","3.000",NA,NA
"7885","scaffold0005:5312526|5320673","1.000",NA,NA
"7886","scaffold0005:53130661|53130857","1.000",NA,NA
"7887","scaffold0005:53136083|53136276","4.000","14.000","1.000"
"7888","scaffold0005:53142249|53145249",NA,NA,"3.000"
"7889","scaffold0005:53142249|53145792","6.000","1.000",NA
"7890","scaffold0005:53162858|53165217","3.000",NA,NA
"7891","scaffold0005:53163766|53167571","29.000","22.000","13.000"
"7892","scaffold0005:53165141|53166528","1.000",NA,NA
"7893","scaffold0005:53166308|53167571","18.000","38.000","1.000"
"7894","scaffold0005:53194096|53195990",NA,"11.000",NA
"7895","scaffold0005:53279889|53280256",NA,NA,"2.000"
"7896","scaffold0005:53279889|53283439","27.000","13.000","8.000"
"7897","scaffold0005:53279889|53283455","3.000",NA,NA
"7898","scaffold0005:53279889|53284713","4.000","6.000","1.000"
"7899","scaffold0005:53279889|53290556","1.000",NA,NA
"7900","scaffold0005:53281128|53283439",NA,NA,"2.000"
"7901","scaffold0005:53285772|53293322",NA,"2.000",NA
"7902","scaffold0005:53292395|53293322","16.000","17.000","16.000"
"7903","scaffold0005:53292423|53293322","436.000","381.000","234.000"
"7904","scaffold0005:53296527|53297243","3.000",NA,NA
"7905","scaffold0005:53313640|53313983","21.000","23.000","20.000"
"7906","scaffold0005:53347152|53347344",NA,NA,"1.000"
"7907","scaffold0005:53366563|53368804",NA,"6.000",NA
"7908","scaffold0005:53366563|53372430","7.000",NA,NA
"7909","scaffold0005:53391723|53393069","9.000","8.000","15.000"
"7910","scaffold0005:53482413|53488946","3.000",NA,NA
"7911","scaffold0005:53482635|53485214","11.000",NA,NA
"7912","scaffold0005:53485087|53488946","1.000",NA,NA
"7913","scaffold0005:53517148|53517432",NA,"3.000",NA
"7914","scaffold0005:53518467|53518741",NA,NA,"1.000"
"7915","scaffold0005:53522377|53525026","2.000",NA,"3.000"
"7916","scaffold0005:53547275|53548827","2.000",NA,"1.000"
"7917","scaffold0005:53548264|53548827","2.000",NA,NA
"7918","scaffold0005:53554966|53556490",NA,NA,"6.000"
"7919","scaffold0005:53557374|53558642",NA,"2.000",NA
"7920","scaffold0005:53557374|53558830","2.000","2.000",NA
"7921","scaffold0005:53579906|53583260","5.000",NA,"3.000"
"7922","scaffold0005:536013|536585","30.000","22.000","1.000"
"7923","scaffold0005:53627733|53636990","12.000",NA,"4.000"
"7924","scaffold0005:53635035|53636990","33.000","11.000","7.000"
"7925","scaffold0005:53636847|53636990","6.000",NA,NA
"7926","scaffold0005:53639783|53643413","44.000","13.000","5.000"
"7927","scaffold0005:53639783|53646217","18.000","18.000","11.000"
"7928","scaffold0005:53639783|53655160","2.000",NA,NA
"7929","scaffold0005:53639783|53663043",NA,NA,"1.000"
"7930","scaffold0005:53640214|53646217",NA,NA,"2.000"
"7931","scaffold0005:53640894|53660464","3.000",NA,"1.000"
"7932","scaffold0005:53643326|53660464","2.000",NA,NA
"7933","scaffold0005:53649526|53655160","1.000",NA,NA
"7934","scaffold0005:53683833|53685773","4.000",NA,NA
"7935","scaffold0005:53719712|53722388","6.000",NA,"7.000"
"7936","scaffold0005:53719712|53728240","6.000",NA,"2.000"
"7937","scaffold0005:53794815|53836681","3.000",NA,NA
"7938","scaffold0005:53794818|53805850",NA,NA,"2.000"
"7939","scaffold0005:53801830|53802720","6.000",NA,"2.000"
"7940","scaffold0005:53810429|53810780",NA,"6.000",NA
"7941","scaffold0005:53818085|53820947",NA,NA,"2.000"
"7942","scaffold0005:53820880|53836681",NA,NA,"2.000"
"7943","scaffold0005:53916572|53916867","1.000",NA,"5.000"
"7944","scaffold0005:53916572|53916875","13.000","3.000","6.000"
"7945","scaffold0005:53989804|53990154",NA,"8.000",NA
"7946","scaffold0005:53989837|53990154","266.000","97.000","78.000"
"7947","scaffold0005:54084599|54085888","6.000",NA,NA
"7948","scaffold0005:54172941|54173786","2.000",NA,"1.000"
"7949","scaffold0005:54172941|54176929","8.000","6.000",NA
"7950","scaffold0005:54173656|54176929","1.000",NA,NA
"7951","scaffold0005:54175987|54176929","16.000","11.000","11.000"
"7952","scaffold0005:54175992|54176929",NA,NA,"4.000"
"7953","scaffold0005:54179578|54179946","5.000",NA,NA
"7954","scaffold0005:54210514|54212864",NA,NA,"4.000"
"7955","scaffold0005:54223500|54225721","6.000","2.000",NA
"7956","scaffold0005:54225602|54231684","2.000",NA,NA
"7957","scaffold0005:54248326|54249378","3.000","6.000",NA
"7958","scaffold0005:54253332|54255252","23.000","6.000","10.000"
"7959","scaffold0005:54253465|54255252","1.000",NA,"9.000"
"7960","scaffold0005:54254922|54255707",NA,NA,"3.000"
"7961","scaffold0005:54266292|54266883",NA,"6.000",NA
"7962","scaffold0005:54332451|54334956",NA,NA,"2.000"
"7963","scaffold0005:54358781|54359231","1.000",NA,NA
"7964","scaffold0005:54437136|54438136",NA,"10.000",NA
"7965","scaffold0005:54446927|54450566",NA,"5.000",NA
"7966","scaffold0005:54448431|54450566","1.000",NA,NA
"7967","scaffold0005:54448431|54450588","1.000",NA,NA
"7968","scaffold0005:54614078|54614458","5.000",NA,NA
"7969","scaffold0005:54709553|54714129","2.000",NA,NA
"7970","scaffold0005:54878005|54883105",NA,NA,"6.000"
"7971","scaffold0005:54882152|54882571","1.000",NA,NA
"7972","scaffold0005:54882152|54883105",NA,"3.000",NA
"7973","scaffold0005:54936906|54941196",NA,NA,"1.000"
"7974","scaffold0005:54940844|54941196",NA,"7.000",NA
"7975","scaffold0005:54944060|54946325","1.000",NA,NA
"7976","scaffold0005:54961294|54962222",NA,NA,"4.000"
"7977","scaffold0005:54962014|54962702",NA,NA,"1.000"
"7978","scaffold0005:55053723|55058216","1.000",NA,NA
"7979","scaffold0005:55053972|55055827",NA,NA,"7.000"
"7980","scaffold0005:55053972|55063498",NA,NA,"1.000"
"7981","scaffold0005:55055565|55055983","5.000","13.000","6.000"
"7982","scaffold0005:55055903|55058216",NA,NA,"2.000"
"7983","scaffold0005:55058122|55058602","10.000","19.000","15.000"
"7984","scaffold0005:55060606|55060950","4.000","4.000",NA
"7985","scaffold0005:55070721|55071025",NA,NA,"3.000"
"7986","scaffold0005:55091426|55092222",NA,"5.000",NA
"7987","scaffold0005:55096097|55096895","4.000","6.000","4.000"
"7988","scaffold0005:55100263|55100410",NA,"4.000",NA
"7989","scaffold0005:55104280|55104436",NA,"3.000",NA
"7990","scaffold0005:55238064|55241756","12.000",NA,NA
"7991","scaffold0005:55287697|55287854",NA,NA,"4.000"
"7992","scaffold0005:55297108|55303653",NA,NA,"1.000"
"7993","scaffold0005:55330338|55335201","1.000",NA,"9.000"
"7994","scaffold0005:55335107|55335994",NA,"2.000",NA
"7995","scaffold0005:55335107|55338060",NA,NA,"1.000"
"7996","scaffold0005:55335364|55340538",NA,"10.000",NA
"7997","scaffold0005:55337901|55338060","4.000",NA,NA
"7998","scaffold0005:55337901|55340538","128.000","10.000","37.000"
"7999","scaffold0005:55340060|55340538",NA,NA,"6.000"
"8000","scaffold0005:55340060|55344756","4.000",NA,NA
"8001","scaffold0005:55342906|55343239","48.000","398.000","406.000"
"8002","scaffold0005:55342906|55344756",NA,"13.000",NA
"8003","scaffold0005:55344354|55344756","30.000",NA,"15.000"
"8004","scaffold0005:55396974|55397344",NA,"3.000",NA
"8005","scaffold0005:55396974|55402425","4.000",NA,NA
"8006","scaffold0005:55399744|55402425",NA,"2.000","2.000"
"8007","scaffold0005:55400886|55402425",NA,NA,"1.000"
"8008","scaffold0005:55401428|55401739",NA,"6.000",NA
"8009","scaffold0005:55401428|55402425","42.000","8.000","10.000"
"8010","scaffold0005:55409268|55412005","2.000",NA,NA
"8011","scaffold0005:55428469|55428756","2.000",NA,NA
"8012","scaffold0005:55440033|55441012","3.000",NA,NA
"8013","scaffold0005:55532618|55534363","1.000",NA,"9.000"
"8014","scaffold0005:55540422|55541739","119.000","104.000","61.000"
"8015","scaffold0005:55540422|55543653",NA,"5.000",NA
"8016","scaffold0005:55540689|55546210",NA,NA,"3.000"
"8017","scaffold0005:55543597|55547348",NA,"4.000",NA
"8018","scaffold0005:55543597|55548834","5.000",NA,NA
"8019","scaffold0005:55558760|55560243",NA,NA,"2.000"
"8020","scaffold0005:55944497|55944991","5.000",NA,NA
"8021","scaffold0005:55970991|55971475","4.000",NA,NA
"8022","scaffold0005:55997916|55998225","1.000",NA,NA
"8023","scaffold0005:56004123|56004331","1.000",NA,NA
"8024","scaffold0005:56010602|56016372","3.000",NA,NA
"8025","scaffold0005:56010602|56025494","1.000",NA,NA
"8026","scaffold0005:56016280|56023315","5.000","27.000",NA
"8027","scaffold0005:56016280|56025494","115.000","37.000","21.000"
"8028","scaffold0005:56016280|56030250","7.000",NA,NA
"8029","scaffold0005:56023139|56025494","23.000","33.000",NA
"8030","scaffold0005:56023139|56081535","5.000",NA,NA
"8031","scaffold0005:56028048|56030250","23.000","1.000","6.000"
"8032","scaffold0005:56081315|56081847","157.000","32.000","56.000"
"8033","scaffold0005:56081315|56090031","5.000",NA,NA
"8034","scaffold0005:56081315|56090034","8.000",NA,NA
"8035","scaffold0005:56081315|56097834",NA,"8.000",NA
"8036","scaffold0005:56138473|56142026","3.000",NA,"4.000"
"8037","scaffold0005:56141059|56141696",NA,"3.000",NA
"8038","scaffold0005:56148552|56149041",NA,"10.000",NA
"8039","scaffold0005:56152474|56154727","7.000",NA,NA
"8040","scaffold0005:56156019|56156525","3.000",NA,"4.000"
"8041","scaffold0005:56158317|56160190",NA,NA,"3.000"
"8042","scaffold0005:56183471|56185648",NA,NA,"1.000"
"8043","scaffold0005:56185305|56185648",NA,"2.000",NA
"8044","scaffold0005:56195667|56196764",NA,NA,"2.000"
"8045","scaffold0005:56214638|56214952",NA,NA,"4.000"
"8046","scaffold0005:56236973|56238440","1.000",NA,"5.000"
"8047","scaffold0005:56240198|56240713","7.000",NA,NA
"8048","scaffold0005:56272704|56273845","4.000",NA,NA
"8049","scaffold0005:56285387|56288221","3.000",NA,NA
"8050","scaffold0005:56301816|56302125",NA,NA,"2.000"
"8051","scaffold0005:56308427|56311070",NA,"4.000",NA
"8052","scaffold0005:56309222|56309575",NA,NA,"7.000"
"8053","scaffold0005:56309222|56310135",NA,"7.000",NA
"8054","scaffold0005:56309222|56311070",NA,"4.000",NA
"8055","scaffold0005:56309222|56312043","5.000",NA,NA
"8056","scaffold0005:56334240|56334656","2.000",NA,NA
"8057","scaffold0005:56360259|56360569","1.000",NA,NA
"8058","scaffold0005:56707221|56707391","8.000","4.000","2.000"
"8059","scaffold0005:56796622|56796916","3.000",NA,NA
"8060","scaffold0005:56805079|56805375","5.000",NA,NA
"8061","scaffold0005:56805079|56806670","1.000",NA,NA
"8062","scaffold0005:56815394|56820784","3.000",NA,"3.000"
"8063","scaffold0005:56815394|56827304","5.000",NA,NA
"8064","scaffold0005:56816815|56820784","1.000",NA,NA
"8065","scaffold0005:56818946|56820784","3.000","7.000","8.000"
"8066","scaffold0005:56820465|56820784",NA,NA,"1.000"
"8067","scaffold0005:56852444|56853283","1.000",NA,NA
"8068","scaffold0005:56856289|56856759","1.000",NA,NA
"8069","scaffold0005:56887096|56889700",NA,NA,"3.000"
"8070","scaffold0005:56887148|56889700","3.000",NA,"3.000"
"8071","scaffold0005:56889558|56896158","1.000",NA,NA
"8072","scaffold0005:56916076|56916766","3.000","6.000","2.000"
"8073","scaffold0005:56952793|56953142","1.000",NA,NA
"8074","scaffold0005:57021620|57022080","2.000",NA,NA
"8075","scaffold0005:57127060|57133051","2.000",NA,NA
"8076","scaffold0005:57131026|57133051",NA,NA,"4.000"
"8077","scaffold0005:57131026|57137266",NA,"7.000",NA
"8078","scaffold0005:57169474|57174972","6.000","2.000",NA
"8079","scaffold0005:57209198|57212491",NA,"21.000","3.000"
"8080","scaffold0005:57209653|57209790",NA,"4.000",NA
"8081","scaffold0005:57224375|57226881",NA,NA,"3.000"
"8082","scaffold0005:57289419|57289567",NA,"1.000","4.000"
"8083","scaffold0005:57290638|57291126",NA,NA,"3.000"
"8084","scaffold0005:57297634|57297852",NA,"12.000",NA
"8085","scaffold0005:57331398|57347142","5.000",NA,"3.000"
"8086","scaffold0005:57338391|57347142","7.000",NA,"2.000"
"8087","scaffold0005:57344389|57347142",NA,"3.000",NA
"8088","scaffold0005:57351872|57354466","13.000","24.000",NA
"8089","scaffold0005:57351872|57361004",NA,NA,"2.000"
"8090","scaffold0005:57351872|57372204","3.000",NA,NA
"8091","scaffold0005:57360931|57367114","1.000",NA,"3.000"
"8092","scaffold0005:57366956|57372204","194.000","62.000","161.000"
"8093","scaffold0005:57366956|57375764","4.000","2.000",NA
"8094","scaffold0005:57371970|57372204","277.000","241.000","27.000"
"8095","scaffold0005:57371970|57375764","9.000",NA,"8.000"
"8096","scaffold0005:57371970|57379246",NA,"10.000","5.000"
"8097","scaffold0005:57381779|57385568",NA,"7.000","3.000"
"8098","scaffold0005:57454147|57462956","18.000","8.000","3.000"
"8099","scaffold0005:57475977|57476129",NA,"5.000",NA
"8100","scaffold0005:57554250|57559324",NA,NA,"1.000"
"8101","scaffold0005:57739448|57740568",NA,NA,"3.000"
"8102","scaffold0005:57748243|57749335","1.000",NA,NA
"8103","scaffold0005:57755516|57758246","2.000",NA,NA
"8104","scaffold0005:57811920|57818660","6.000",NA,NA
"8105","scaffold0005:57813809|57821571","4.000","3.000",NA
"8106","scaffold0005:57851683|57853151",NA,NA,"4.000"
"8107","scaffold0005:57852255|57853151","2.000","24.000","5.000"
"8108","scaffold0005:57878445|57892651",NA,NA,"1.000"
"8109","scaffold0005:57885930|57898330",NA,"10.000",NA
"8110","scaffold0005:57887499|57888090","11.000","18.000","16.000"
"8111","scaffold0005:57897211|57899274",NA,"12.000",NA
"8112","scaffold0005:57901323|57902029","4.000",NA,NA
"8113","scaffold0005:57906168|57909168",NA,"7.000",NA
"8114","scaffold0005:57913804|57913970","2.000","12.000",NA
"8115","scaffold0005:57925675|57926201",NA,"1.000",NA
"8116","scaffold0005:57933012|57933336","4.000",NA,NA
"8117","scaffold0005:57959299|57959665",NA,NA,"4.000"
"8118","scaffold0005:57962340|57962626",NA,"12.000",NA
"8119","scaffold0005:58037032|58038500","44.000","39.000",NA
"8120","scaffold0005:58037687|58038500",NA,NA,"2.000"
"8121","scaffold0005:58049150|58052173",NA,"7.000",NA
"8122","scaffold0005:58049150|58053224","2.000",NA,NA
"8123","scaffold0005:58052245|58053224","3.000",NA,NA
"8124","scaffold0005:58073503|58077097",NA,NA,"1.000"
"8125","scaffold0005:58088954|58091423","29.000","12.000","20.000"
"8126","scaffold0005:58089004|58091423","40.000","38.000","20.000"
"8127","scaffold0005:58098079|58098725",NA,"6.000","1.000"
"8128","scaffold0005:58098079|58099167","2.000",NA,NA
"8129","scaffold0005:58117633|58117935",NA,NA,"6.000"
"8130","scaffold0005:58122282|58124095","2.000",NA,NA
"8131","scaffold0005:58131706|58131877","5.000",NA,NA
"8132","scaffold0005:58134226|58139794","10.000","10.000","3.000"
"8133","scaffold0005:58139674|58141254","2.000",NA,"2.000"
"8134","scaffold0005:58247038|58247179",NA,"9.000",NA
"8135","scaffold0005:58286903|58290988",NA,"1.000",NA
"8136","scaffold0005:58313101|58315009",NA,"4.000",NA
"8137","scaffold0005:58313138|58315009","4.000","13.000",NA
"8138","scaffold0005:58313138|58315018",NA,NA,"5.000"
"8139","scaffold0005:58314008|58315681",NA,NA,"2.000"
"8140","scaffold0005:58325442|58325642","14.000",NA,"5.000"
"8141","scaffold0005:58403988|58405132","3.000",NA,"1.000"
"8142","scaffold0005:58406272|58409993","1.000",NA,NA
"8143","scaffold0005:58409611|58409993",NA,NA,"2.000"
"8144","scaffold0005:58409613|58409993",NA,"5.000","5.000"
"8145","scaffold0005:58536876|58537623","6.000",NA,NA
"8146","scaffold0005:58538130|58538707","7.000",NA,NA
"8147","scaffold0005:58572077|58572315","11.000",NA,"1.000"
"8148","scaffold0005:58572077|58575751","4.000",NA,NA
"8149","scaffold0005:58572077|58578463","9.000",NA,"3.000"
"8150","scaffold0005:58573632|58574603","27.000","36.000","8.000"
"8151","scaffold0005:58603626|58620929",NA,NA,"2.000"
"8152","scaffold0005:58604303|58604704",NA,"2.000",NA
"8153","scaffold0005:58608693|58612271",NA,NA,"1.000"
"8154","scaffold0005:58612138|58613320","2.000",NA,NA
"8155","scaffold0005:58613218|58614125",NA,"4.000",NA
"8156","scaffold0005:58616491|58616733","56.000","29.000","15.000"
"8157","scaffold0005:58616540|58616733",NA,"2.000",NA
"8158","scaffold0005:58617679|58617906","2.000","1.000","13.000"
