"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100323660|100333636",2,NA,8
"2689","scaffold0003:52923335|52924236",1,NA,4
"2690","scaffold0003:53109779|53125630",1,NA,NA
"2691","scaffold0003:53127476|53129453",62,38,31
"2692","scaffold0003:53128396|53129453",61,NA,19
"2693","scaffold0003:53266538|53287790",NA,3,NA
"2694","scaffold0003:53267357|53287790",3,NA,NA
"2695","scaffold0003:53272655|53287790",11,9,NA
"2696","scaffold0003:53381068|53393256",NA,5,NA
"2697","scaffold0003:53486863|53489277",NA,10,NA
"2698","scaffold0003:53671028|53675826",38,NA,17
"2699","scaffold0003:53684532|53686333",3,NA,4
"2700","scaffold0003:53745603|53774097",1,NA,NA
"2701","scaffold0003:53763940|53767133",2,18,NA
"2702","scaffold0003:53768360|53774097",4,NA,3
"2703","scaffold0003:53769875|53774097",52,28,22
"2704","scaffold0003:53813648|53815180",5,6,NA
"2705","scaffold0003:53823529|53827745",1,NA,NA
"2706","scaffold0003:53823529|53831398",NA,NA,5
"2707","scaffold0003:53825825|53826080",NA,7,NA
"2708","scaffold0003:53907254|53908600",NA,6,3
"2709","scaffold0003:53941853|53954022",11,NA,NA
"2710","scaffold0003:53941853|53957702",NA,NA,2
"2711","scaffold0003:53953502|53954022",1,NA,NA
"2712","scaffold0003:53973546|53979603",3,NA,NA
"2713","scaffold0003:53973546|54008270",8,NA,7
"2714","scaffold0003:53979488|54008270",8,NA,4
"2715","scaffold0003:53992852|54008270",106,33,16
"2716","scaffold0003:54002490|54008270",98,36,34
"2717","scaffold0003:54095238|54164210",1,NA,1
"2718","scaffold0003:54095238|54185067",NA,NA,1
"2719","scaffold0003:54382778|54383638",71,31,NA
"2720","scaffold0003:54536910|54544932",7,13,11
"2721","scaffold0003:54663933|54672844",NA,71,NA
"2722","scaffold0003:54663933|54706060",12,19,9
"2723","scaffold0003:54769686|54798143",NA,NA,1
"2724","scaffold0003:54773184|54798143",NA,NA,3
"2725","scaffold0003:54794642|54802385",5,NA,NA
"2726","scaffold0003:54801673|54802385",1,NA,1
"2727","scaffold0003:54845867|54954594",10,NA,NA
"2728","scaffold0003:55370089|55370515",1,NA,NA
"2729","scaffold0003:55372690|55374683",2,9,NA
"2730","scaffold0003:55391544|55398531",NA,3,NA
"2731","scaffold0003:55504588|55511917",8,NA,NA
"2732","scaffold0003:55539974|55542178",3,NA,NA
"2733","scaffold0003:55539974|55546174",2,NA,NA
"2734","scaffold0003:56221375|56223689",4,NA,NA
"2735","scaffold0003:56221375|56226956",3,NA,NA
"2736","scaffold0003:5623869|5625949",NA,NA,1
"2737","scaffold0003:5623869|5628505",16,NA,NA
"2738","scaffold0003:5623869|5639513",NA,2,NA
"2739","scaffold0003:5625728|5639513",4,NA,NA
"2740","scaffold0003:5630127|5639513",NA,1,NA
"2741","scaffold0003:5630127|5642306",NA,8,NA
"2742","scaffold0003:57853501|57854295",3,NA,10
"2743","scaffold0003:57853501|57866449",8,NA,NA
"2744","scaffold0003:57853501|57873947",NA,NA,3
"2745","scaffold0003:57854179|57873947",3,NA,NA
"2746","scaffold0003:57866331|57878835",92,66,85
"2747","scaffold0003:57873856|57878835",66,NA,49
"2748","scaffold0003:58379460|58382567",3,NA,NA
"2749","scaffold0003:588500|592351",NA,NA,1
"2750","scaffold0003:58865867|58882335",4,NA,NA
"2751","scaffold0003:588665|589617",NA,NA,1
"2752","scaffold0003:588666|589617",9,NA,NA
"2753","scaffold0003:58883379|58889829",13,NA,NA
"2754","scaffold0003:59797193|59803053",5,NA,NA
"2755","scaffold0003:59797193|60037739",1,NA,NA
"2756","scaffold0003:59890364|59943512",NA,NA,1
"2757","scaffold0003:59943385|60037739",2,NA,NA
"2758","scaffold0003:60037049|60037739",3,8,NA
"2759","scaffold0003:601273|605952",1,NA,NA
"2760","scaffold0003:60207724|60207926",1,NA,NA
"2761","scaffold0003:605527|605952",1,NA,NA
"2762","scaffold0003:61304015|61305434",1,NA,NA
"2763","scaffold0003:61489368|61495686",NA,NA,2
"2764","scaffold0003:61489368|61498568",3,NA,NA
"2765","scaffold0003:61495566|61500790",1,NA,NA
"2766","scaffold0003:61503111|61504346",NA,6,NA
"2767","scaffold0003:61503414|61503886",5,3,NA
"2768","scaffold0003:61503414|61504346",NA,13,NA
"2769","scaffold0003:61503748|61504346",16,2,7
"2770","scaffold0003:61504586|61504979",2,NA,NA
"2771","scaffold0003:61506427|61507227",NA,3,2
"2772","scaffold0003:61506510|61507227",4,NA,NA
"2773","scaffold0003:617386|619201",NA,NA,2
"2774","scaffold0003:617387|619201",NA,NA,2
"2775","scaffold0003:62061227|62062537",7,NA,5
"2776","scaffold0003:62187840|62188865",8,NA,NA
"2777","scaffold0003:62392741|62396224",4,NA,NA
"2778","scaffold0003:62392741|62398078",2,NA,NA
"2779","scaffold0003:62392741|62403722",2,NA,NA
"2780","scaffold0003:62400944|62403722",33,44,23
"2781","scaffold0003:62409660|62414671",21,11,10
"2782","scaffold0003:62835994|62841040",NA,NA,2
"2783","scaffold0003:62881443|62897881",NA,NA,1
"2784","scaffold0003:62884584|62897881",NA,NA,1
"2785","scaffold0003:62931905|62941986",NA,2,NA
"2786","scaffold0003:62935073|62941986",3,NA,NA
"2787","scaffold0003:62959911|62971522",NA,NA,1
"2788","scaffold0003:62960854|62971522",NA,NA,1
"2789","scaffold0003:62970141|62971522",NA,NA,15
"2790","scaffold0003:63419025|63419564",6,NA,NA
"2791","scaffold0003:63424365|63424753",1,NA,5
"2792","scaffold0003:63440683|63440916",NA,NA,2
"2793","scaffold0003:63444167|63444850",7,NA,NA
"2794","scaffold0003:63487013|63487750",1,NA,NA
"2795","scaffold0003:63487750|63487907",NA,2,NA
"2796","scaffold0003:63523815|63523997",4,NA,NA
"2797","scaffold0003:63530762|63531959",NA,2,NA
"2798","scaffold0003:63530762|63534095",44,NA,11
"2799","scaffold0003:63532790|63534095",17,27,12
"2800","scaffold0003:635651|639139",NA,NA,1
"2801","scaffold0003:63567326|63567692",3,NA,NA
"2802","scaffold0003:63670566|63671895",NA,NA,1
"2803","scaffold0003:63739250|63740061",32,11,2
"2804","scaffold0003:63746603|63753014",12,NA,1
"2805","scaffold0003:63747473|63753014",91,13,2
"2806","scaffold0003:63750437|63753014",5,NA,NA
"2807","scaffold0003:63751311|63753014",71,15,1
"2808","scaffold0003:63784102|63784596",NA,13,NA
"2809","scaffold0003:63784104|63784596",2,NA,NA
"2810","scaffold0003:63784105|63784596",NA,12,1
"2811","scaffold0003:63784106|63784596",NA,NA,5
"2812","scaffold0003:63789124|63795424",NA,15,NA
"2813","scaffold0003:63789124|63807392",NA,8,NA
"2814","scaffold0003:63795263|63797253",2,NA,NA
"2815","scaffold0003:63797091|63798021",5,NA,NA
"2816","scaffold0003:63797091|63805484",9,NA,NA
"2817","scaffold0003:63797091|63831698",NA,NA,1
"2818","scaffold0003:63804700|63805484",NA,7,NA
"2819","scaffold0003:63804700|63807392",9,7,NA
"2820","scaffold0003:63804700|63809282",4,NA,3
"2821","scaffold0003:63804700|63811222",2,NA,NA
"2822","scaffold0003:63807288|63809282",2,NA,NA
"2823","scaffold0003:63807288|63811222",14,13,5
"2824","scaffold0003:63809123|63809282",NA,1,NA
"2825","scaffold0003:63809123|63811222",6,NA,NA
"2826","scaffold0003:63810982|63816909",4,6,NA
"2827","scaffold0003:63810982|63831698",1,4,NA
"2828","scaffold0003:63814467|63816909",111,75,104
"2829","scaffold0003:63814467|63821146",1,3,1
"2830","scaffold0003:63816864|63822094",22,NA,6
"2831","scaffold0003:63821034|63833945",NA,3,NA
"2832","scaffold0003:63821034|63842145",NA,NA,3
"2833","scaffold0003:63821034|63849728",NA,2,NA
"2834","scaffold0003:63831582|63842145",NA,5,NA
"2835","scaffold0003:63837338|63842145",3,NA,2
"2836","scaffold0003:63857427|63857588",4,NA,NA
"2837","scaffold0003:63880412|63881859",28,40,3
"2838","scaffold0003:63885906|63886855",1,NA,5
"2839","scaffold0003:63994962|63995412",NA,NA,1
"2840","scaffold0003:64126476|64127787",1,NA,NA
"2841","scaffold0003:64127174|64166371",1,NA,NA
"2842","scaffold0003:64127667|64138383",NA,NA,2
"2843","scaffold0003:64127667|64166371",NA,NA,6
"2844","scaffold0003:64277748|64286987",5,NA,1
"2845","scaffold0003:64281325|64282431",NA,3,NA
"2846","scaffold0003:64282335|64286987",2,NA,NA
"2847","scaffold0003:64286629|64286987",NA,NA,4
"2848","scaffold0003:64286629|64295718",NA,NA,4
"2849","scaffold0003:64295606|64297713",137,178,50
"2850","scaffold0003:64303418|64312071",7,NA,NA
"2851","scaffold0003:64361007|64368782",2,22,1
"2852","scaffold0003:64447106|64465839",20,11,2
"2853","scaffold0003:64449446|64464251",3,NA,NA
"2854","scaffold0003:644555|661416",24,18,52
"2855","scaffold0003:649340|659966",NA,NA,3
"2856","scaffold0003:649340|661416",NA,NA,4
"2857","scaffold0003:65943070|65955260",4,NA,NA
"2858","scaffold0003:65960648|65963649",NA,11,NA
"2859","scaffold0003:659834|661416",206,110,114
"2860","scaffold0003:66670860|66707981",3,5,NA
"2861","scaffold0003:66876718|66880402",4,NA,NA
"2862","scaffold0003:66906547|66908767",5,NA,3
"2863","scaffold0003:66906547|66911345",NA,4,NA
"2864","scaffold0003:66917886|66918305",NA,NA,5
"2865","scaffold0003:67025429|67025802",4,NA,NA
"2866","scaffold0003:67064778|67069801",5,NA,NA
"2867","scaffold0003:68902559|68909525",NA,1,NA
"2868","scaffold0003:68902559|68913881",NA,NA,8
"2869","scaffold0003:68928252|68931920",5,NA,NA
"2870","scaffold0003:69742659|69755018",23,NA,NA
"2871","scaffold0003:69947891|69954547",1,NA,NA
"2872","scaffold0003:71319452|71327339",6,NA,NA
"2873","scaffold0003:72160347|72162476",439,176,151
"2874","scaffold0003:72160347|72171601",12,NA,1
"2875","scaffold0003:72353636|72400750",10,NA,NA
"2876","scaffold0003:72367190|72370596",5,NA,1
"2877","scaffold0003:72367190|72400750",18,1,NA
"2878","scaffold0003:72370482|72400750",NA,5,NA
"2879","scaffold0003:72382607|72400750",1,3,NA
"2880","scaffold0003:72397312|72412486",NA,12,NA
"2881","scaffold0003:72397312|72454847",1,NA,NA
"2882","scaffold0003:72452638|72454847",79,71,26
"2883","scaffold0003:72452638|72468090",15,8,2
"2884","scaffold0003:72890585|72893359",22,NA,NA
"2885","scaffold0003:72903201|72921914",10,NA,NA
"2886","scaffold0003:72903201|72947498",1,NA,NA
"2887","scaffold0003:72913857|72921914",29,17,14
"2888","scaffold0003:72913857|72947498",NA,NA,5
"2889","scaffold0003:72935358|72947498",2,NA,NA
"2890","scaffold0003:73224173|73235778",2,NA,NA
"2891","scaffold0003:73249822|73255322",23,9,NA
"2892","scaffold0003:73263887|73281243",NA,NA,5
"2893","scaffold0003:73290643|73302468",NA,NA,4
"2894","scaffold0003:73302303|73321860",NA,NA,3
"2895","scaffold0003:73313140|73321860",NA,NA,3
"2896","scaffold0003:73816348|73831906",2,NA,NA
"2897","scaffold0003:73891072|73893353",8,NA,23
"2898","scaffold0003:73891072|73900075",6,13,15
"2899","scaffold0003:73913944|73914195",171,43,57
"2900","scaffold0003:73918222|73919921",1,NA,NA
"2901","scaffold0003:73923043|73923804",4,NA,NA
"2902","scaffold0003:73999411|73999940",NA,NA,1
"2903","scaffold0003:74569776|74570114",10,4,4
"2904","scaffold0003:75467719|75471739",75,49,24
"2905","scaffold0003:75688555|75689121",NA,NA,8
"2906","scaffold0003:75986781|75988293",1,NA,NA
"2907","scaffold0003:79572114|79572609",50,4,6
"2908","scaffold0003:80021761|80023392",NA,9,NA
"2909","scaffold0003:80027002|80030553",4,NA,NA
"2910","scaffold0003:80084115|80084599",NA,5,NA
"2911","scaffold0003:80091610|80092935",609,423,566
"2912","scaffold0003:80128615|80131401",2,10,2
"2913","scaffold0003:80128615|80141049",5,NA,7
"2914","scaffold0003:80195165|80198454",4,3,NA
"2915","scaffold0003:80552175|80552865",7,NA,1
"2916","scaffold0003:81205452|81207268",NA,NA,2
"2917","scaffold0003:81211054|81226112",3,NA,NA
"2918","scaffold0003:81335738|81336820",NA,2,NA
"2919","scaffold0003:81350304|81352066",8,NA,NA
"2920","scaffold0003:81649455|81649629",7,NA,6
"2921","scaffold0003:81649455|81728191",NA,13,1
"2922","scaffold0003:81727372|81728191",20,4,9
"2923","scaffold0003:82495391|82495653",NA,8,NA
"2924","scaffold0003:82505732|82506832",1,NA,NA
"2925","scaffold0003:82899910|82903916",NA,NA,3
"2926","scaffold0003:83421974|83425479",NA,4,NA
"2927","scaffold0003:83864232|83888373",1,NA,NA
"2928","scaffold0003:84274737|84278398",2,NA,NA
"2929","scaffold0003:84298875|84299997",NA,NA,1
"2930","scaffold0003:84323653|84349297",NA,3,NA
"2931","scaffold0003:84339227|84349297",5,NA,NA
"2932","scaffold0003:846624|878192",1,NA,NA
"2933","scaffold0003:85549241|85551751",15,NA,11
"2934","scaffold0003:85549241|85561892",NA,NA,4
"2935","scaffold0003:85549241|85572180",6,6,2
"2936","scaffold0003:85551493|85572180",4,13,6
"2937","scaffold0003:85561691|85572180",202,199,183
"2938","scaffold0003:85570847|85572180",2,NA,1
"2939","scaffold0003:8609316|8614500",NA,5,NA
"2940","scaffold0003:8639289|8643528",4,NA,NA
"2941","scaffold0003:8728375|8729741",NA,6,NA
"2942","scaffold0003:8748628|8763455",4,NA,NA
"2943","scaffold0003:8750684|8753937",1,NA,NA
"2944","scaffold0003:876638|878192",2,NA,3
"2945","scaffold0003:8798557|8815227",8,NA,NA
"2946","scaffold0003:8813743|8815227",19,NA,7
"2947","scaffold0003:91225669|91231096",8,NA,NA
"2948","scaffold0003:91225669|91234248",1,NA,NA
"2949","scaffold0003:91231028|91234248",11,NA,2
"2950","scaffold0003:91449296|91499200",NA,4,NA
"2951","scaffold0003:91472916|91499200",11,7,1
"2952","scaffold0003:91472916|91518267",NA,NA,7
"2953","scaffold0003:91492860|91493820",2,3,NA
"2954","scaffold0003:91492860|91499200",77,11,17
"2955","scaffold0003:91492860|91515867",8,NA,NA
"2956","scaffold0003:91492860|91518267",24,NA,2
"2957","scaffold0003:91492860|91578099",NA,8,NA
"2958","scaffold0003:91499066|91528665",NA,9,NA
"2959","scaffold0003:91499066|91578099",5,NA,NA
"2960","scaffold0003:91528465|91528665",NA,NA,3
"2961","scaffold0003:91541022|91543470",7,NA,NA
"2962","scaffold0003:91541022|91562241",2,NA,NA
"2963","scaffold0003:91541022|91578099",5,8,NA
"2964","scaffold0003:92045298|92070672",NA,NA,1
"2965","scaffold0003:92056321|92070672",NA,NA,3
"2966","scaffold0003:9238640|9268179",2,NA,NA
"2967","scaffold0003:93238253|93238418",NA,NA,2
"2968","scaffold0003:93283902|93286138",10,3,NA
"2969","scaffold0003:93298117|93309623",2,NA,NA
"2970","scaffold0003:93301870|93309623",2,NA,NA
"2971","scaffold0003:93306932|93309623",NA,NA,4
"2972","scaffold0003:93319116|93320648",10,3,NA
"2973","scaffold0003:93328461|93332055",44,38,54
"2974","scaffold0003:93328461|93342958",NA,NA,3
"2975","scaffold0003:93365759|93367029",NA,NA,2
"2976","scaffold0003:93370457|93375984",55,33,37
"2977","scaffold0003:93370457|93377275",NA,7,NA
"2978","scaffold0003:93389063|93395645",NA,1,NA
"2979","scaffold0003:93391712|93395645",1,NA,NA
"2980","scaffold0003:93410186|93417706",8,NA,2
"2981","scaffold0003:93410186|93443135",5,NA,NA
"2982","scaffold0003:93412711|93417706",NA,NA,2
"2983","scaffold0003:93420631|93421098",1,NA,6
"2984","scaffold0003:93425596|93426844",NA,NA,11
"2985","scaffold0003:93429743|93434628",NA,NA,4
"2986","scaffold0003:93432652|93438215",1,NA,NA
"2987","scaffold0003:93433813|93434628",NA,8,NA
"2988","scaffold0003:93437959|93443135",2,NA,1
"2989","scaffold0003:93438673|93443135",NA,3,NA
"2990","scaffold0003:93473457|93481078",3,NA,3
"2991","scaffold0003:93477327|93481078",4,NA,1
"2992","scaffold0003:93477327|93486203",NA,NA,4
"2993","scaffold0003:93489266|93504975",4,NA,NA
"2994","scaffold0003:93494651|93494939",NA,NA,2
"2995","scaffold0003:93523696|93530289",NA,NA,5
"2996","scaffold0003:93592316|93592497",2,NA,NA
"2997","scaffold0003:93683142|93687984",NA,7,NA
"2998","scaffold0003:93685118|93687984",NA,8,NA
"2999","scaffold0003:93694549|93695386",NA,9,NA
"3000","scaffold0003:93960362|93961413",NA,NA,2
"3001","scaffold0003:94135590|94136848",NA,NA,1
"3002","scaffold0003:94319971|94333921",NA,17,NA
"3003","scaffold0003:94319971|94335728",NA,NA,15
"3004","scaffold0003:94321761|94333921",28,59,NA
"3005","scaffold0003:94437718|94439479",2,NA,2
"3006","scaffold0003:94455908|94458974",NA,NA,2
"3007","scaffold0003:94462539|94465592",33,NA,NA
"3008","scaffold0003:94504745|94508774",316,315,271
"3009","scaffold0003:94508645|94509107",2,NA,NA
"3010","scaffold0003:94517884|94519478",NA,NA,1
"3011","scaffold0003:94538723|94541851",2,NA,NA
"3012","scaffold0003:94774255|94779777",NA,6,NA
"3013","scaffold0003:94774255|94781501",4,NA,NA
"3014","scaffold0003:94779616|94781501",NA,3,NA
"3015","scaffold0003:94781433|94887731",5,NA,NA
"3016","scaffold0003:94887459|94887731",179,146,54
"3017","scaffold0003:94887459|94922858",2,NA,NA
"3018","scaffold0003:94906975|94913179",NA,NA,6
"3019","scaffold0003:94906975|94922858",3,NA,NA
"3020","scaffold0003:95019876|95028086",12,16,6
"3021","scaffold0003:95019876|95038627",15,NA,NA
"3022","scaffold0003:95023888|95026920",1,NA,NA
"3023","scaffold0003:95038572|95062187",NA,NA,2
"3024","scaffold0003:95057095|95059924",3,NA,NA
"3025","scaffold0003:95070618|95077325",1,1,NA
"3026","scaffold0003:95251744|95298724",25,13,17
"3027","scaffold0003:95251744|95307151",NA,9,NA
"3028","scaffold0003:95298527|95307151",2,NA,10
"3029","scaffold0003:95298527|95319968",3,NA,NA
"3030","scaffold0003:95317710|95319968",41,4,15
"3031","scaffold0003:95317710|95326593",NA,NA,1
"3032","scaffold0003:95325683|95326593",6,10,NA
"3033","scaffold0003:9567684|9583961",4,NA,3
"3034","scaffold0003:9567684|9590022",8,NA,NA
"3035","scaffold0003:96345334|96346228",NA,NA,2
"3036","scaffold0003:96377166|96384426",1,NA,NA
"3037","scaffold0003:96380981|96384426",1,NA,NA
"3038","scaffold0003:96384236|96384426",4,NA,NA
"3039","scaffold0003:96384236|96387330",NA,NA,9
"3040","scaffold0003:96384236|96398330",2,NA,NA
"3041","scaffold0003:96384236|96419457",1,NA,NA
"3042","scaffold0003:96387232|96392207",7,NA,NA
"3043","scaffold0003:96387232|96394462",1,NA,NA
"3044","scaffold0003:96392113|96403633",NA,3,NA
"3045","scaffold0003:96394368|96403633",NA,3,NA
"3046","scaffold0003:96398146|96412827",2,NA,NA
"3047","scaffold0003:96403447|96412827",3,NA,NA
"3048","scaffold0003:96413858|96414391",2,NA,NA
"3049","scaffold0003:96413858|96418586",133,53,71
"3050","scaffold0003:96413858|96419457",106,42,46
"3051","scaffold0003:96413858|96423823",19,25,14
"3052","scaffold0003:96413858|96426252",25,4,27
"3053","scaffold0003:96414240|96418586",1,NA,NA
"3054","scaffold0003:96414240|96419457",4,NA,NA
"3055","scaffold0003:96421792|96423823",154,58,106
"3056","scaffold0003:96421792|96426252",124,68,60
"3057","scaffold0003:96467018|96467316",7,NA,NA
"3058","scaffold0003:96467019|96467316",11,5,2
"3059","scaffold0003:96467024|96467316",4,17,12
"3060","scaffold0003:96467025|96467316",5,8,8
"3061","scaffold0003:96467115|96467316",1,NA,NA
"3062","scaffold0003:96897768|96909807",3,NA,NA
"3063","scaffold0003:96954205|96968410",NA,9,9
"3064","scaffold0003:96962925|96968410",NA,5,NA
"3065","scaffold0003:97132317|97135872",44,50,32
"3066","scaffold0003:97348292|97364701",10,NA,NA
"3067","scaffold0003:97352286|97364701",8,4,1
"3068","scaffold0003:97424399|97425322",NA,NA,2
"3069","scaffold0003:97430354|97430553",NA,10,10
"3070","scaffold0003:97459082|97459220",NA,NA,1
"3071","scaffold0003:97463730|97470531",NA,1,NA
"3072","scaffold0003:97466045|97470531",NA,NA,3
"3073","scaffold0003:97494465|97502447",2,NA,NA
"3074","scaffold0003:97494465|97505626",2,NA,NA
"3075","scaffold0003:97499642|97505626",1,NA,NA
"3076","scaffold0003:97501274|97502447",3,NA,NA
"3077","scaffold0003:97504440|97505626",3,NA,NA
"3078","scaffold0003:97718983|97735909",5,NA,NA
"3079","scaffold0003:97773339|97774973",1,NA,NA
"3080","scaffold0003:97983885|97993044",NA,NA,2
"3081","scaffold0003:98013982|98025596",NA,NA,3
"3082","scaffold0003:98020505|98021000",NA,NA,3
"3083","scaffold0003:98226240|98228092",NA,NA,5
"3084","scaffold0003:98381045|98384225",4,NA,NA
"3085","scaffold0003:98446775|98448920",NA,NA,1
"3086","scaffold0003:98476312|98478388",8,12,NA
"3087","scaffold0003:98739364|98745814",NA,4,NA
"3088","scaffold0003:98976787|98984409",4,NA,NA
"3089","scaffold0003:99021902|99025548",202,89,117
"3090","scaffold0003:99021902|99038492",NA,NA,2
"3091","scaffold0003:99021902|99041093",16,NA,10
"3092","scaffold0003:99021902|99059895",4,NA,NA
"3093","scaffold0003:99025412|99041093",1,NA,NA
"3094","scaffold0003:99031687|99041093",10,NA,3
"3095","scaffold0003:99037121|99051481",8,NA,NA
"3096","scaffold0003:99048803|99051481",9,5,3
"3097","scaffold0003:99048803|99054289",NA,NA,2
"3098","scaffold0003:99056018|99058969",4,NA,NA
