"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100315302|100318708",4,NA,NA
"9069","scaffold0009:13860219|13871630",NA,NA,3
"9070","scaffold0009:13871361|13905698",5,NA,NA
"9071","scaffold0009:13885669|13905698",10,18,NA
"9072","scaffold0009:13885669|13917179",9,NA,10
"9073","scaffold0009:13905541|13917179",252,116,39
"9074","scaffold0009:13905541|13984027",3,NA,2
"9075","scaffold0009:13999067|14000963",18,3,2
"9076","scaffold0009:14034946|14037704",14,NA,NA
"9077","scaffold0009:14036768|14036942",NA,NA,6
"9078","scaffold0009:14050995|14051893",46,64,54
"9079","scaffold0009:14063881|14064452",NA,NA,2
"9080","scaffold0009:14075271|14079548",2,NA,NA
"9081","scaffold0009:14079366|14089388",6,NA,NA
"9082","scaffold0009:14080447|14085225",2,NA,NA
"9083","scaffold0009:1409775|1411214",14,4,18
"9084","scaffold0009:1409775|1416848",NA,4,NA
"9085","scaffold0009:1416487|1416848",4,2,NA
"9086","scaffold0009:14393458|14393640",NA,NA,3
"9087","scaffold0009:14489650|14499635",3,NA,NA
"9088","scaffold0009:14499100|14513619",NA,6,5
"9089","scaffold0009:14509030|14513619",NA,NA,2
"9090","scaffold0009:14590749|14590926",3,NA,NA
"9091","scaffold0009:14628421|14628999",NA,NA,3
"9092","scaffold0009:14647889|14649257",4,NA,NA
"9093","scaffold0009:1468944|1470817",6,NA,NA
"9094","scaffold0009:14693054|14695749",25,15,11
"9095","scaffold0009:14779562|14779714",NA,NA,4
"9096","scaffold0009:14803865|14811611",NA,12,NA
"9097","scaffold0009:14803886|14811611",2,NA,NA
"9098","scaffold0009:14803886|14832467",NA,3,NA
"9099","scaffold0009:14920763|14943822",33,12,5
"9100","scaffold0009:14920763|14960689",9,NA,NA
"9101","scaffold0009:14920763|14960701",6,13,NA
"9102","scaffold0009:15036660|15129345",4,NA,NA
"9103","scaffold0009:15047737|15129345",2,NA,NA
"9104","scaffold0009:15050046|15052040",NA,4,NA
"9105","scaffold0009:15051898|15129345",9,NA,NA
"9106","scaffold0009:15056867|15064510",NA,NA,2
"9107","scaffold0009:15064435|15129345",4,NA,NA
"9108","scaffold0009:15079499|15129345",NA,NA,4
"9109","scaffold0009:15092188|15129345",2,NA,NA
"9110","scaffold0009:15096578|15129345",2,NA,NA
"9111","scaffold0009:15102975|15129345",4,NA,NA
"9112","scaffold0009:15129234|15130035",6,NA,NA
"9113","scaffold0009:15129234|15134052",6,NA,32
"9114","scaffold0009:15129234|15146214",41,4,14
"9115","scaffold0009:15129234|15158936",24,NA,NA
"9116","scaffold0009:15129234|15185460",20,12,16
"9117","scaffold0009:15525545|15531398",NA,NA,2
"9118","scaffold0009:15657860|15660881",2,NA,NA
"9119","scaffold0009:16023860|16025607",NA,NA,6
"9120","scaffold0009:16688567|16688729",NA,9,NA
"9121","scaffold0009:16776034|16813242",NA,NA,5
"9122","scaffold0009:16789136|16804381",2,NA,NA
"9123","scaffold0009:16789136|16813237",NA,NA,4
"9124","scaffold0009:16789136|16813242",17,NA,6
"9125","scaffold0009:16789136|16855222",2,NA,NA
"9126","scaffold0009:16804260|16855222",5,NA,NA
"9127","scaffold0009:16813102|16855222",5,NA,NA
"9128","scaffold0009:17042798|17079127",NA,7,NA
"9129","scaffold0009:17252616|17255963",NA,NA,5
"9130","scaffold0009:17252616|17255966",21,2,6
"9131","scaffold0009:17252616|17324701",NA,10,NA
"9132","scaffold0009:17554861|17572103",6,NA,NA
"9133","scaffold0009:17559817|17572103",NA,NA,2
"9134","scaffold0009:17563350|17566343",17,12,NA
"9135","scaffold0009:17563350|17572103",36,21,28
"9136","scaffold0009:17571062|17572103",12,13,25
"9137","scaffold0009:17571177|17571411",2,NA,NA
"9138","scaffold0009:17736529|17736837",NA,NA,4
"9139","scaffold0009:17742897|17756580",NA,NA,3
"9140","scaffold0009:17756456|17758547",NA,11,NA
"9141","scaffold0009:17756456|17758607",NA,7,2
"9142","scaffold0009:17756456|17764070",22,23,8
"9143","scaffold0009:17758453|17764070",NA,NA,4
"9144","scaffold0009:17761635|17774745",8,NA,NA
"9145","scaffold0009:17791725|17791911",NA,NA,8
"9146","scaffold0009:17791725|17793087",2057,748,979
"9147","scaffold0009:1796260|1809654",6,NA,NA
"9148","scaffold0009:18076903|18077056",2,NA,NA
"9149","scaffold0009:18076903|18095659",128,54,7
"9150","scaffold0009:18076903|18116326",5,NA,NA
"9151","scaffold0009:18116133|18116326",4,NA,NA
"9152","scaffold0009:18499393|18499661",NA,NA,2
"9153","scaffold0009:18499505|18499696",NA,8,NA
"9154","scaffold0009:18557540|18557736",4,NA,NA
"9155","scaffold0009:19016259|19017680",NA,NA,6
"9156","scaffold0009:19017565|19019277",NA,7,5
"9157","scaffold0009:19017565|19023000",4,NA,NA
"9158","scaffold0009:19351321|19353109",12,NA,NA
"9159","scaffold0009:19351321|19357401",18,18,17
"9160","scaffold0009:19391875|19404174",8,NA,NA
"9161","scaffold0009:19432858|19433337",NA,NA,4
"9162","scaffold0009:19634619|19634826",3,NA,NA
"9163","scaffold0009:19636535|19637524",NA,NA,4
"9164","scaffold0009:19666076|19667916",NA,NA,10
"9165","scaffold0009:19726097|19730104",2,NA,NA
"9166","scaffold0009:19788222|19865505",NA,NA,4
"9167","scaffold0009:20249133|20249602",NA,NA,2
"9168","scaffold0009:20310246|20311899",NA,8,NA
"9169","scaffold0009:20310246|20361412",4,NA,NA
"9170","scaffold0009:20323684|20323838",NA,NA,5
"9171","scaffold0009:20357857|20361412",9,NA,6
"9172","scaffold0009:20357857|20378039",10,NA,NA
"9173","scaffold0009:20453984|20455283",5,14,16
"9174","scaffold0009:20610140|20611541",2,NA,NA
"9175","scaffold0009:20649369|20653066",5,NA,2
"9176","scaffold0009:20652948|20656411",4,NA,NA
"9177","scaffold0009:20652948|20663572",3,NA,NA
"9178","scaffold0009:20654775|20656411",797,560,321
"9179","scaffold0009:20654775|20658893",8,6,NA
"9180","scaffold0009:21167881|21171912",3,NA,NA
"9181","scaffold0009:21200243|21200397",2,NA,NA
"9182","scaffold0009:21315643|21316984",NA,10,NA
"9183","scaffold0009:22254749|22254896",NA,NA,2
"9184","scaffold0009:22403586|22408793",NA,NA,4
"9185","scaffold0009:22404363|22405977",2,NA,2
"9186","scaffold0009:22502417|22502985",2,NA,NA
"9187","scaffold0009:22502417|22511502",4,NA,NA
"9188","scaffold0009:22747207|22790049",7,NA,NA
"9189","scaffold0009:22768454|22790053",5,NA,NA
"9190","scaffold0009:22806048|22806568",3,NA,NA
"9191","scaffold0009:23095213|23099500",NA,3,NA
"9192","scaffold0009:23325696|23352417",2,NA,NA
"9193","scaffold0009:23340736|23352417",2,NA,NA
"9194","scaffold0009:23486808|23487322",NA,NA,3
"9195","scaffold0009:23530929|23532327",17,16,4
"9196","scaffold0009:23588863|23589039",NA,NA,6
"9197","scaffold0009:23606537|23614596",9,NA,NA
"9198","scaffold0009:23606567|23614596",7,NA,NA
"9199","scaffold0009:24010149|24012390",NA,NA,6
"9200","scaffold0009:24091512|24119046",NA,NA,6
"9201","scaffold0009:24372973|24373207",2,NA,NA
"9202","scaffold0009:24408379|24425235",7,NA,NA
"9203","scaffold0009:24413728|24417285",4,NA,4
"9204","scaffold0009:24413728|24425235",2,NA,NA
"9205","scaffold0009:24420748|24425235",12,NA,NA
"9206","scaffold0009:24432970|24442606",2,8,NA
"9207","scaffold0009:24432970|24450624",5,NA,NA
"9208","scaffold0009:24435102|24444723",3,NA,NA
"9209","scaffold0009:24532243|24549050",NA,NA,2
"9210","scaffold0009:24549973|24570253",3,NA,NA
"9211","scaffold0009:24565867|24581870",NA,NA,3
"9212","scaffold0009:24570070|24572040",3,NA,NA
"9213","scaffold0009:24708355|24724783",NA,NA,2
"9214","scaffold0009:24822499|24827342",28,26,3
"9215","scaffold0009:25290679|25290980",7,NA,NA
"9216","scaffold0009:25526103|25541579",7,NA,NA
"9217","scaffold0009:25526103|25571234",5,NA,NA
"9218","scaffold0009:25607985|25608449",2,NA,NA
"9219","scaffold0009:2580604|2585174",11,NA,NA
"9220","scaffold0009:2580604|2658990",NA,NA,3
"9221","scaffold0009:25833542|25848056",4,NA,NA
"9222","scaffold0009:2583386|2658990",10,NA,NA
"9223","scaffold0009:25862237|25863286",4,NA,NA
"9224","scaffold0009:2609057|2644217",NA,20,NA
"9225","scaffold0009:2609057|2658990",145,19,58
"9226","scaffold0009:26302621|26311021",NA,7,NA
"9227","scaffold0009:2644100|2653739",NA,2,NA
"9228","scaffold0009:2644100|2658990",2451,712,1067
"9229","scaffold0009:2644100|2665844",3,NA,NA
"9230","scaffold0009:2653580|2658990",12,NA,NA
"9231","scaffold0009:27092455|27094858",NA,NA,6
"9232","scaffold0009:27212147|27216544",NA,NA,16
"9233","scaffold0009:27212147|27218974",4,3,NA
"9234","scaffold0009:27224984|27226482",7,14,6
"9235","scaffold0009:27247802|27254418",6,NA,NA
"9236","scaffold0009:27316657|27319968",859,13,202
"9237","scaffold0009:27341354|27384923",8,NA,NA
"9238","scaffold0009:27384808|27389244",NA,10,NA
"9239","scaffold0009:27816228|27827912",13,NA,8
"9240","scaffold0009:27862154|27877198",3,2,NA
"9241","scaffold0009:27868856|27877198",NA,NA,4
"9242","scaffold0009:27970843|28030820",6,NA,NA
"9243","scaffold0009:2887025|2891254",166,40,77
"9244","scaffold0009:28924054|28924226",NA,8,NA
"9245","scaffold0009:29513744|29524398",4,NA,NA
"9246","scaffold0009:29524184|29524398",3,13,4
"9247","scaffold0009:29565370|29572720",2,NA,NA
"9248","scaffold0009:29566812|29582415",4,NA,NA
"9249","scaffold0009:29566812|29588668",2,4,NA
"9250","scaffold0009:29566812|29599849",3,NA,2
"9251","scaffold0009:29582310|29588664",NA,13,NA
"9252","scaffold0009:29588023|29588668",6,NA,NA
"9253","scaffold0009:29629930|29631491",6,NA,NA
"9254","scaffold0009:29631429|29638255",2,NA,NA
"9255","scaffold0009:29700616|29714082",18,NA,2
"9256","scaffold0009:29711492|29714082",4,NA,4
"9257","scaffold0009:309156|320428",NA,NA,2
"9258","scaffold0009:309734|320428",NA,NA,4
"9259","scaffold0009:31130307|31135749",2,NA,NA
"9260","scaffold0009:312668|320428",4,NA,NA
"9261","scaffold0009:317450|320428",4,4,2
"9262","scaffold0009:31806229|31807069",7,NA,NA
"9263","scaffold0009:31806229|31860736",NA,NA,6
"9264","scaffold0009:32086167|32090054",NA,NA,5
"9265","scaffold0009:32086167|32106067",4,NA,NA
"9266","scaffold0009:32089311|32090054",19,NA,5
"9267","scaffold0009:32114558|32119391",NA,3,2
"9268","scaffold0009:32145574|32147227",2,NA,NA
"9269","scaffold0009:32394267|32398085",3,NA,NA
"9270","scaffold0009:32397932|32400162",NA,5,NA
"9271","scaffold0009:3284214|3287404",2,NA,NA
"9272","scaffold0009:32851441|32851652",4,NA,NA
"9273","scaffold0009:32855318|32860915",2,14,3
"9274","scaffold0009:32859785|32860915",11,NA,12
"9275","scaffold0009:32917883|32918444",NA,4,NA
"9276","scaffold0009:32975394|32983632",10,8,25
"9277","scaffold0009:32978207|32983632",6,NA,NA
"9278","scaffold0009:32995725|32995938",NA,14,NA
"9279","scaffold0009:3320309|3322633",NA,NA,2
"9280","scaffold0009:33429802|33447542",4,NA,NA
"9281","scaffold0009:33485977|33486741",2,NA,NA
"9282","scaffold0009:33515286|33520628",4,NA,NA
"9283","scaffold0009:33526035|33531839",48,15,14
"9284","scaffold0009:33526040|33531839",NA,4,10
"9285","scaffold0009:33642172|33642401",4,NA,NA
"9286","scaffold0009:33683872|33685307",10,NA,3
"9287","scaffold0009:33684838|33685307",NA,22,NA
"9288","scaffold0009:33684842|33685307",2,18,4
"9289","scaffold0009:33753233|33753423",NA,2,NA
"9290","scaffold0009:33796248|33797559",NA,NA,3
"9291","scaffold0009:33892401|33894590",NA,8,NA
"9292","scaffold0009:33892401|33896073",37,NA,15
"9293","scaffold0009:34330|36135",4,NA,NA
"9294","scaffold0009:349220|352495",2,NA,NA
"9295","scaffold0009:351172|352028",2,NA,NA
"9296","scaffold0009:35376713|35380538",NA,NA,7
"9297","scaffold0009:35407043|35408809",2,NA,NA
"9298","scaffold0009:354103|359005",4,NA,NA
"9299","scaffold0009:35509350|35509669",NA,NA,2
"9300","scaffold0009:3570753|3573844",8,NA,NA
"9301","scaffold0009:36749898|36750898",6,NA,NA
"9302","scaffold0009:36795112|36804851",2,NA,NA
"9303","scaffold0009:3680789|3690715",32,22,11
"9304","scaffold0009:36978105|36978294",3,NA,NA
"9305","scaffold0009:37027029|37031061",NA,NA,3
"9306","scaffold0009:37030991|37086410",NA,8,NA
"9307","scaffold0009:37071958|37086410",4,NA,NA
"9308","scaffold0009:37082731|37086410",23,24,20
"9309","scaffold0009:37082731|37095976",8,NA,NA
"9310","scaffold0009:37095877|37099897",NA,NA,2
"9311","scaffold0009:37095877|37107942",6,7,NA
"9312","scaffold0009:37102717|37107942",2,7,NA
"9313","scaffold0009:37103272|37127345",6,NA,NA
"9314","scaffold0009:37103350|37106082",3,NA,NA
"9315","scaffold0009:37239928|37247986",NA,9,NA
"9316","scaffold0009:37255377|37255976",9,NA,NA
"9317","scaffold0009:37302885|37310527",13,NA,NA
"9318","scaffold0009:37302885|37314724",2,NA,NA
"9319","scaffold0009:37357000|37367108",4,NA,NA
"9320","scaffold0009:37361337|37365236",NA,17,NA
"9321","scaffold0009:37361337|37367108",8,NA,NA
"9322","scaffold0009:37363032|37365236",12,9,14
"9323","scaffold0009:37414897|37416209",56,37,44
"9324","scaffold0009:37490905|37496060",16,NA,NA
"9325","scaffold0009:37628215|37638385",4,NA,NA
"9326","scaffold0009:37629962|37638385",6,NA,4
"9327","scaffold0009:37814294|37823365",4,NA,NA
"9328","scaffold0009:37814294|37835890",10,NA,5
"9329","scaffold0009:37814294|37851725",27,11,37
"9330","scaffold0009:37823252|37851725",6,NA,NA
"9331","scaffold0009:37835814|37851725",71,22,36
"9332","scaffold0009:37880344|37884798",38,9,11
"9333","scaffold0009:37994986|38021773",2,NA,NA
"9334","scaffold0009:38013912|38087630",4,NA,NA
"9335","scaffold0009:38074982|38087630",18,12,NA
"9336","scaffold0009:38074982|38090273",5,NA,NA
"9337","scaffold0009:38082070|38087630",4,NA,NA
"9338","scaffold0009:38082070|38089235",10,NA,NA
"9339","scaffold0009:38141611|38145451",NA,NA,6
"9340","scaffold0009:38609767|38609921",NA,15,NA
"9341","scaffold0009:38615146|38615467",NA,NA,2
"9342","scaffold0009:38618068|38618265",NA,5,NA
"9343","scaffold0009:38666047|38666224",5,NA,NA
"9344","scaffold0009:38742394|38747375",2,4,3
"9345","scaffold0009:38855046|38856716",3,NA,NA
"9346","scaffold0009:38954815|38960987",4,NA,NA
"9347","scaffold0009:38998282|39002415",3,NA,NA
"9348","scaffold0009:39216817|39218253",39,3,21
"9349","scaffold0009:39217154|39217404",NA,10,NA
"9350","scaffold0009:39249453|39250034",NA,4,NA
"9351","scaffold0009:3928764|3931621",NA,12,NA
"9352","scaffold0009:39300487|39300642",NA,NA,2
"9353","scaffold0009:39300654|39301402",2,NA,NA
"9354","scaffold0009:39334434|39364940",12,NA,NA
"9355","scaffold0009:39344723|39344905",4,NA,NA
"9356","scaffold0009:39364839|39384539",5,NA,12
"9357","scaffold0009:39442566|39442790",16,NA,NA
"9358","scaffold0009:39726220|39758222",2,NA,NA
"9359","scaffold0009:39777447|39780964",NA,4,NA
"9360","scaffold0009:39832478|39845560",2,NA,NA
"9361","scaffold0009:39832478|39849957",19,59,39
"9362","scaffold0009:39832478|39877257",4,20,4
"9363","scaffold0009:39843042|39849957",7,7,2
"9364","scaffold0009:39868652|39877257",2,24,NA
"9365","scaffold0009:40253611|40275508",NA,6,2
"9366","scaffold0009:40253615|40275512",4,NA,NA
"9367","scaffold0009:40348002|40348945",NA,NA,3
"9368","scaffold0009:40380515|40380997",4,NA,NA
"9369","scaffold0009:40419569|40422461",NA,NA,5
"9370","scaffold0009:40424825|40425268",NA,4,NA
"9371","scaffold0009:4049738|4050130",NA,3,NA
"9372","scaffold0009:4052866|4055715",2,NA,NA
"9373","scaffold0009:4052866|4074823",41,41,24
"9374","scaffold0009:4067289|4074823",NA,2,NA
"9375","scaffold0009:40675338|40692023",NA,NA,8
"9376","scaffold0009:4071586|4074823",705,727,501
"9377","scaffold0009:4074355|4074510",8,NA,NA
"9378","scaffold0009:4074355|4074823",10,8,5
"9379","scaffold0009:40750300|40752590",NA,NA,3
"9380","scaffold0009:40906182|40927840",NA,11,NA
"9381","scaffold0009:40920405|40927840",NA,NA,3
"9382","scaffold0009:40938279|40948258",5,NA,NA
"9383","scaffold0009:40938354|40948258",NA,NA,4
"9384","scaffold0009:40938808|40939210",2,NA,NA
"9385","scaffold0009:40948163|40957281",NA,NA,4
"9386","scaffold0009:40948701|40982764",4,NA,NA
"9387","scaffold0009:41048592|41053541",NA,NA,3
"9388","scaffold0009:41091201|41101565",2,NA,NA
"9389","scaffold0009:41703899|41722692",NA,14,NA
"9390","scaffold0009:41703899|41725474",11,4,4
"9391","scaffold0009:41703899|41730016",4,NA,NA
"9392","scaffold0009:41703899|41751287",15,NA,14
"9393","scaffold0009:41703899|41771428",10,NA,11
"9394","scaffold0009:41717836|41751287",2,NA,NA
"9395","scaffold0009:41721155|41725474",19,NA,12
"9396","scaffold0009:41721155|41730016",18,NA,NA
"9397","scaffold0009:41721155|41751287",15,NA,5
"9398","scaffold0009:41721155|41771428",3,NA,NA
"9399","scaffold0009:41722561|41725474",4,4,20
"9400","scaffold0009:41722561|41730016",32,6,15
"9401","scaffold0009:41725264|41730016",28,21,4
"9402","scaffold0009:41751181|41763227",NA,NA,3
"9403","scaffold0009:41751181|41771428",7,NA,6
"9404","scaffold0009:41758939|41763227",NA,NA,4
"9405","scaffold0009:41758939|41771428",6,NA,11
"9406","scaffold0009:41786584|41788395",NA,NA,6
"9407","scaffold0009:4191187|4191524",6,NA,NA
"9408","scaffold0009:42151428|42159047",2,NA,NA
"9409","scaffold0009:42165340|42167174",13,NA,3
"9410","scaffold0009:42180713|42202400",NA,10,NA
"9411","scaffold0009:42407529|42407819",5,NA,NA
"9412","scaffold0009:42420616|42420769",5,NA,NA
"9413","scaffold0009:4242306|4242468",5,NA,NA
"9414","scaffold0009:4262498|4263924",6,NA,NA
"9415","scaffold0009:4262498|4272139",NA,22,NA
"9416","scaffold0009:4262498|4295704",6,NA,NA
"9417","scaffold0009:4383181|4389347",NA,NA,6
"9418","scaffold0009:4391212|4391444",NA,10,6
"9419","scaffold0009:4392537|4393020",6,NA,NA
"9420","scaffold0009:4395298|4397968",2,NA,NA
"9421","scaffold0009:43967956|43983749",9,NA,NA
"9422","scaffold0009:4396932|4398467",18,NA,NA
"9423","scaffold0009:4397398|4401824",NA,NA,2
"9424","scaffold0009:4397398|4402318",NA,20,5
"9425","scaffold0009:44058976|44065731",6,NA,NA
"9426","scaffold0009:4420150|4448405",NA,NA,2
"9427","scaffold0009:4440971|4442220",32,28,29
"9428","scaffold0009:4440971|4445145",NA,NA,3
"9429","scaffold0009:44620665|44622865",22,9,NA
"9430","scaffold0009:44673923|44674724",13,2,NA
"9431","scaffold0009:44726598|44727326",NA,NA,2
"9432","scaffold0009:44768200|44769603",4,NA,NA
"9433","scaffold0009:44768200|44780490",NA,NA,2
"9434","scaffold0009:44780047|44780490",3,NA,NA
"9435","scaffold0009:45503920|45524471",7,NA,NA
"9436","scaffold0009:45539962|45549867",7,NA,9
"9437","scaffold0009:45567744|45569599",32,8,14
"9438","scaffold0009:45567744|45577481",NA,4,NA
"9439","scaffold0009:45576023|45577481",6,NA,NA
"9440","scaffold0009:45577290|45580291",NA,NA,10
"9441","scaffold0009:45591576|45599071",NA,NA,4
"9442","scaffold0009:45598803|45599071",NA,NA,3
"9443","scaffold0009:4601042|4601351",NA,2,NA
"9444","scaffold0009:46351328|46351508",5,NA,NA
"9445","scaffold0009:4656151|4656338",5,NA,NA
"9446","scaffold0009:4694760|4694921",NA,3,NA
"9447","scaffold0009:4698981|4704380",2,6,NA
"9448","scaffold0009:47413760|47425902",NA,9,NA
"9449","scaffold0009:47464515|47468261",4,NA,NA
"9450","scaffold0009:47464515|47475360",NA,NA,6
"9451","scaffold0009:47478329|47488412",NA,6,NA
"9452","scaffold0009:47533824|47534551",25,25,8
"9453","scaffold0009:47533824|47560592",5,NA,NA
"9454","scaffold0009:47533824|47560627",4,11,NA
"9455","scaffold0009:47634926|47642888",NA,18,5
"9456","scaffold0009:47913110|47915540",8,NA,NA
"9457","scaffold0009:47917851|47920751",97,19,12
"9458","scaffold0009:4796044|4796646",2,NA,NA
"9459","scaffold0009:4796044|4798193",NA,23,3
"9460","scaffold0009:4796579|4799031",NA,4,NA
"9461","scaffold0009:4799499|4801191",8,10,NA
"9462","scaffold0009:48490562|48490939",3,NA,NA
"9463","scaffold0009:48491377|48491817",3,15,3
"9464","scaffold0009:48491707|48492593",10,NA,NA
"9465","scaffold0009:4874586|4876938",NA,2,NA
"9466","scaffold0009:4939457|4948912",11,NA,NA
"9467","scaffold0009:4939457|4958342",7,NA,NA
"9468","scaffold0009:49776395|49776549",NA,6,NA
"9469","scaffold0009:4981547|4985345",NA,NA,6
"9470","scaffold0009:5006139|5006505",12,NA,NA
"9471","scaffold0009:5028138|5038868",4,NA,NA
"9472","scaffold0009:5030691|5031240",7,NA,NA
"9473","scaffold0009:5033861|5036400",35,17,NA
"9474","scaffold0009:5172220|5178106",8,NA,NA
"9475","scaffold0009:5172220|5194803",8,NA,3
"9476","scaffold0009:5188518|5190521",6,NA,NA
"9477","scaffold0009:5188518|5194803",NA,NA,4
"9478","scaffold0009:52047513|52065351",2,NA,NA
"9479","scaffold0009:52290911|52295667",5,NA,2
"9480","scaffold0009:52292631|52295667",5,NA,NA
"9481","scaffold0009:52296829|52297626",7,NA,NA
"9482","scaffold0009:52316605|52322636",NA,21,NA
"9483","scaffold0009:52321751|52331066",2,NA,NA
"9484","scaffold0009:52335359|52342174",9,21,NA
"9485","scaffold0009:52341432|52342174",2,NA,NA
"9486","scaffold0009:5234753|5236982",12,NA,4
